,0,1,2
15094,-1028,5,-163
15095,-1031,5,-155
15096,-1030,8,-160
15097,-1032,8,-156
15098,-1031,7,-158
15099,-1032,7,-157
15100,-1027,10,-155
15101,-1027,8,-158
15102,-1024,15,-160
15103,-1022,15,-160
15104,-1020,15,-163
15105,-1021,15,-184
15106,-1025,10,-206
15107,-1027,7,-208
15108,-1021,10,-179
15109,-1013,8,-134
15110,-1010,3,-112
15111,-1017,2,-128
15112,-1029,-2,-167
15113,-1038,0,-193
15114,-1039,4,-176
15115,-1028,4,-155
15116,-1013,5,-142
15117,-1010,7,-157
15118,-1014,8,-171
15119,-1017,9,-186
15120,-1022,14,-180
15121,-1025,12,-185
15122,-1022,6,-178
15123,-1019,7,-167
15124,-1017,6,-157
15125,-1018,6,-159
15126,-1021,7,-157
15127,-1025,9,-155
15128,-1020,10,-164
15129,-1024,11,-164
15130,-1025,13,-169
15131,-1023,9,-168
15132,-1027,11,-168
15133,-1030,10,-164
15134,-1027,9,-160
15135,-1029,7,-167
15136,-1028,8,-164
15137,-1031,8,-166
15138,-1032,7,-163
15139,-1029,8,-168
15140,-1027,6,-172
15141,-1025,6,-174
15142,-1023,8,-173
15143,-1022,8,-172
15144,-1018,7,-167
15145,-1019,9,-163
15146,-1017,7,-163
15147,-1019,7,-167
15148,-1018,9,-163
15149,-1019,8,-165
15150,-1019,7,-165
15151,-1019,9,-166
15152,-1022,11,-168
15153,-1018,10,-171
15154,-1021,10,-173
15155,-1023,9,-168
15156,-1024,11,-166
15157,-1022,12,-167
15158,-1024,9,-164
15159,-1025,11,-165
15160,-1027,11,-164
15161,-1026,12,-165
15162,-1026,10,-165
15163,-1028,10,-162
15164,-1024,8,-162
15165,-1024,8,-167
15166,-1026,8,-169
15167,-1025,7,-177
15168,-1025,6,-187
15169,-1021,8,-168
15170,-1021,12,-136
15171,-1022,9,-135
15172,-1021,7,-156
15173,-1030,7,-175
15174,-1030,8,-187
15175,-1028,9,-187
15176,-1022,7,-177
15177,-1018,7,-169
15178,-1018,6,-166
15179,-1018,8,-170
15180,-1024,8,-158
15181,-1030,7,-159
15182,-1032,3,-159
15183,-1033,7,-163
15184,-1034,5,-163
15185,-1026,7,-169
15186,-1022,5,-172
15187,-1020,7,-166
15188,-1019,8,-158
15189,-1024,9,-164
15190,-1023,9,-166
15191,-1024,8,-166
15192,-1027,10,-165
15193,-1022,8,-170
15194,-1023,10,-169
15195,-1019,10,-170
15196,-1020,7,-168
15197,-1020,7,-166
15198,-1020,7,-170
15199,-1023,7,-168
15200,-1022,9,-167
15201,-1025,6,-165
15202,-1024,6,-169
15203,-1025,8,-165
15204,-1025,2,-165
15205,-1025,5,-162
15206,-1028,6,-165
15207,-1028,9,-161
15208,-1029,10,-164
15209,-1031,14,-167
15210,-1027,12,-167
15211,-1024,14,-169
15212,-1022,15,-171
15213,-1019,15,-173
15214,-1014,11,-173
15215,-1011,13,-173
15216,-1013,10,-167
15217,-1019,10,-167
15218,-1023,7,-171
15219,-1025,10,-170
15220,-1026,10,-172
15221,-1026,10,-167
15222,-1026,9,-173
15223,-1025,8,-173
15224,-1023,10,-169
15225,-1023,10,-163
15226,-1025,11,-169
15227,-1021,12,-164
15228,-1030,14,-156
15229,-1028,14,-161
15230,-1024,14,-155
15231,-1024,16,-158
15232,-1024,14,-157
15233,-1026,16,-160
15234,-1025,16,-165
15235,-1024,15,-168
15236,-1021,13,-165
15237,-1023,14,-167
15238,-1021,16,-172
15239,-1020,13,-170
15240,-1019,14,-164
15241,-1018,14,-167
15242,-1021,12,-166
15243,-1021,13,-168
15244,-1022,11,-165
15245,-1021,11,-166
15246,-1020,11,-159
15247,-1022,11,-163
15248,-1023,13,-167
15249,-1020,12,-171
15250,-1020,13,-165
15251,-1021,16,-169
15252,-1023,14,-164
15253,-1025,16,-163
15254,-1025,12,-168
15255,-1023,16,-165
15256,-1025,18,-170
15257,-1027,16,-170
15258,-1027,14,-171
15259,-1026,14,-164
15260,-1026,13,-167
15261,-1028,14,-165
15262,-1027,11,-169
15263,-1025,10,-169
15264,-1030,11,-164
15265,-1022,12,-161
15266,-1022,12,-166
15267,-1021,11,-169
15268,-1019,12,-167
15269,-1017,13,-168
15270,-1014,12,-171
15271,-1015,9,-169
15272,-1014,15,-165
15273,-1016,12,-165
15274,-1023,11,-165
15275,-1024,11,-163
15276,-1025,13,-160
15277,-1028,12,-159
15278,-1029,13,-164
15279,-1030,14,-156
15280,-1032,16,-160
15281,-1030,18,-158
15282,-1029,15,-157
15283,-1026,23,-167
15284,-1022,26,-162
15285,-1022,22,-172
15286,-1030,17,-197
15287,-1032,15,-199
15288,-1025,17,-183
15289,-1018,15,-138
15290,-1015,12,-114
15291,-1017,9,-121
15292,-1028,4,-158
15293,-1037,5,-188
15294,-1039,8,-188
15295,-1026,9,-170
15296,-1018,12,-146
15297,-1010,11,-139
15298,-1009,12,-160
15299,-1015,11,-178
15300,-1020,12,-189
15301,-1024,15,-181
15302,-1021,18,-175
15303,-1018,12,-171
15304,-1016,9,-162
15305,-1013,13,-168
15306,-1016,12,-157
15307,-1019,10,-157
15308,-1024,14,-164
15309,-1029,11,-164
15310,-1029,12,-166
15311,-1032,13,-170
15312,-1031,10,-170
15313,-1030,12,-170
15314,-1029,10,-164
15315,-1034,14,-162
15316,-1032,10,-161
15317,-1032,8,-164
15318,-1032,11,-164
15319,-1032,11,-162
15320,-1031,10,-167
15321,-1027,9,-166
15322,-1025,11,-171
15323,-1021,14,-171
15324,-1018,12,-170
15325,-1019,14,-172
15326,-1017,14,-168
15327,-1016,16,-167
15328,-1013,14,-163
15329,-1018,11,-162
15330,-1016,13,-159
15331,-1017,10,-167
15332,-1022,12,-164
15333,-1023,14,-164
15334,-1021,14,-163
15335,-1023,15,-167
15336,-1024,13,-162
15337,-1026,17,-174
15338,-1029,12,-167
15339,-1026,15,-169
15340,-1025,12,-163
15341,-1031,16,-163
15342,-1032,18,-166
15343,-1029,20,-158
15344,-1028,15,-161
15345,-1025,21,-168
15346,-1024,20,-172
15347,-1021,15,-184
15348,-1021,12,-188
15349,-1014,17,-167
15350,-1015,15,-138
15351,-1016,17,-137
15352,-1023,14,-157
15353,-1032,11,-180
15354,-1041,8,-188
15355,-1038,10,-187
15356,-1032,11,-177
15357,-1025,12,-173
15358,-1022,8,-163
15359,-1025,9,-167
15360,-1031,9,-167
15361,-1031,9,-156
15362,-1034,12,-160
15363,-1039,11,-156
15364,-1040,13,-163
15365,-1030,15,-163
15366,-1026,16,-155
15367,-1022,14,-156
15368,-1021,15,-158
15369,-1019,15,-158
15370,-1021,13,-165
15371,-1022,9,-168
15372,-1027,7,-167
15373,-1021,9,-166
15374,-1020,6,-168
15375,-1021,5,-168
15376,-1019,10,-167
15377,-1018,5,-168
15378,-1021,8,-168
15379,-1019,8,-169
15380,-1020,7,-169
15381,-1022,4,-166
15382,-1019,6,-167
15383,-1019,6,-168
15384,-1023,4,-164
15385,-1019,6,-168
15386,-1021,6,-169
15387,-1020,6,-171
15388,-1023,9,-171
15389,-1023,9,-173
15390,-1027,10,-170
15391,-1030,11,-168
15392,-1031,9,-166
15393,-1034,10,-170
15394,-1033,10,-171
15395,-1031,10,-173
15396,-1030,12,-170
15397,-1029,12,-166
15398,-1028,9,-160
15399,-1027,10,-164
15400,-1027,10,-161
15401,-1023,11,-165
15402,-1024,10,-163
15403,-1024,10,-164
15404,-1021,9,-166
15405,-1018,8,-162
15406,-1021,10,-162
15407,-1020,10,-165
15408,-1020,6,-152
15409,-1018,7,-161
15410,-1020,10,-161
15411,-1023,9,-165
15412,-1020,8,-161
15413,-1021,9,-162
15414,-1024,8,-162
15415,-1022,8,-159
15416,-1023,11,-161
15417,-1025,8,-166
15418,-1023,9,-168
15419,-1025,9,-166
15420,-1025,9,-163
15421,-1023,10,-167
15422,-1021,9,-162
15423,-1025,9,-164
15424,-1023,9,-162
15425,-1024,5,-169
15426,-1024,7,-171
15427,-1028,6,-167
15428,-1026,10,-163
15429,-1024,7,-165
15430,-1024,8,-166
15431,-1025,7,-165
15432,-1025,7,-163
15433,-1027,8,-163
15434,-1031,7,-168
15435,-1029,8,-165
15436,-1025,10,-170
15437,-1026,10,-169
15438,-1025,10,-166
15439,-1027,10,-170
15440,-1028,7,-170
15441,-1023,9,-165
15442,-1025,9,-164
15443,-1026,10,-169
15444,-1027,7,-164
15445,-1023,8,-167
15446,-1023,9,-162
15447,-1020,7,-167
15448,-1019,7,-164
15449,-1023,6,-164
15450,-1023,7,-163
15451,-1019,8,-162
15452,-1023,9,-158
15453,-1025,5,-161
15454,-1024,5,-156
15455,-1027,7,-155
15456,-1029,7,-161
15457,-1025,12,-160
15458,-1024,10,-162
15459,-1023,12,-163
15460,-1019,20,-166
15461,-1021,17,-170
15462,-1026,10,-192
15463,-1032,10,-202
15464,-1031,6,-195
15465,-1025,10,-154
15466,-1017,9,-122
15467,-1021,4,-118
15468,-1030,5,-144
15469,-1040,6,-184
15470,-1036,7,-193
15471,-1032,10,-180
15472,-1017,13,-159
15473,-1006,12,-142
15474,-1004,10,-157
15475,-1011,12,-175
15476,-1021,12,-189
15477,-1028,10,-184
15478,-1027,6,-179
15479,-1023,6,-176
15480,-1022,7,-168
15481,-1020,5,-166
15482,-1019,6,-162
15483,-1025,5,-162
15484,-1027,5,-160
15485,-1026,7,-157
15486,-1028,7,-156
15487,-1031,13,-162
15488,-1032,14,-161
15489,-1031,14,-161
15490,-1029,13,-159
15491,-1030,15,-159
15492,-1027,13,-157
15493,-1026,13,-164
15494,-1023,12,-167
15495,-1023,12,-169
15496,-1021,10,-170
15497,-1018,11,-171
15498,-1020,12,-174
15499,-1019,7,-169
15500,-1019,8,-169
15501,-1017,7,-170
15502,-1015,8,-170
15503,-1014,10,-171
15504,-1015,7,-169
15505,-1017,7,-162
15506,-1018,7,-167
15507,-1019,9,-167
15508,-1017,10,-165
15509,-1021,12,-168
15510,-1022,11,-166
15511,-1027,15,-171
15512,-1025,13,-170
15513,-1029,12,-166
15514,-1032,16,-168
15515,-1032,16,-169
15516,-1033,15,-167
15517,-1035,16,-168
15518,-1034,14,-167
15519,-1039,18,-169
15520,-1033,13,-167
15521,-1033,11,-169
15522,-1032,12,-170
15523,-1033,7,-179
15524,-1027,7,-183
15525,-1020,11,-165
15526,-1019,11,-139
15527,-1021,15,-140
15528,-1021,13,-155
15529,-1026,11,-176
15530,-1026,10,-186
15531,-1022,10,-183
15532,-1021,10,-173
15533,-1016,12,-162
15534,-1016,9,-166
15535,-1019,10,-170
15536,-1025,11,-162
15537,-1026,8,-160
15538,-1030,9,-163
15539,-1032,9,-159
15540,-1031,9,-166
15541,-1027,11,-168
15542,-1023,8,-165
15543,-1023,12,-167
15544,-1019,7,-157
15545,-1023,9,-167
15546,-1026,11,-164
15547,-1026,11,-171
15548,-1023,11,-167
15549,-1025,11,-166
15550,-1021,10,-170
15551,-1022,9,-173
15552,-1025,11,-170
15553,-1025,9,-171
15554,-1022,7,-171
15555,-1022,8,-169
15556,-1025,7,-169
15557,-1022,9,-167
15558,-1024,8,-169
15559,-1026,10,-170
15560,-1023,9,-166
15561,-1022,8,-163
15562,-1026,10,-163
15563,-1024,8,-164
15564,-1029,11,-166
15565,-1028,9,-168
15566,-1029,10,-166
15567,-1028,12,-171
15568,-1027,11,-168
15569,-1026,10,-168
15570,-1025,10,-171
15571,-1022,13,-172
15572,-1021,12,-169
15573,-1023,12,-167
15574,-1020,11,-171
15575,-1022,13,-174
15576,-1020,13,-170
15577,-1022,12,-170
15578,-1021,13,-167
15579,-1023,13,-167
15580,-1021,14,-168
15581,-1026,14,-172
15582,-1021,13,-170
15583,-1021,11,-170
15584,-1021,13,-171
15585,-1025,15,-170
15586,-1024,11,-167
15587,-1027,16,-169
15588,-1025,15,-162
15589,-1027,11,-167
15590,-1028,13,-164
15591,-1026,9,-169
15592,-1027,9,-164
15593,-1029,10,-168
15594,-1030,9,-161
15595,-1031,8,-172
15596,-1030,12,-168
15597,-1026,11,-170
15598,-1025,10,-174
15599,-1022,9,-167
15600,-1023,13,-164
15601,-1018,13,-165
15602,-1019,12,-167
15603,-1022,15,-162
15604,-1022,13,-163
15605,-1020,12,-166
15606,-1022,11,-166
15607,-1022,13,-168
15608,-1022,13,-160
15609,-1018,14,-169
15610,-1020,14,-168
15611,-1022,12,-173
15612,-1021,11,-174
15613,-1021,12,-165
15614,-1020,11,-176
15615,-1021,14,-169
15616,-1023,15,-173
15617,-1021,13,-174
15618,-1024,12,-171
15619,-1027,12,-174
15620,-1023,13,-170
15621,-1026,9,-170
15622,-1027,12,-172
15623,-1025,10,-168
15624,-1030,15,-165
15625,-1025,13,-167
15626,-1026,13,-166
15627,-1031,12,-164
15628,-1026,12,-165
15629,-1027,11,-163
15630,-1027,9,-165
15631,-1023,9,-164
15632,-1025,12,-161
15633,-1024,15,-164
15634,-1023,15,-162
15635,-1021,17,-166
15636,-1021,20,-174
15637,-1022,17,-191
15638,-1025,15,-205
15639,-1025,14,-196
15640,-1017,15,-162
15641,-1014,11,-123
15642,-1015,6,-120
15643,-1025,4,-139
15644,-1038,4,-179
15645,-1043,6,-191
15646,-1037,8,-181
15647,-1023,7,-151
15648,-1013,11,-140
15649,-1010,11,-156
15650,-1018,11,-173
15651,-1021,13,-184
15652,-1028,16,-183
15653,-1027,15,-186
15654,-1021,12,-176
15655,-1017,13,-171
15656,-1012,12,-167
15657,-1013,12,-165
15658,-1016,13,-161
15659,-1019,15,-164
15660,-1026,14,-158
15661,-1024,15,-174
15662,-1026,15,-172
15663,-1027,10,-166
15664,-1028,11,-165
15665,-1032,10,-166
15666,-1034,10,-160
15667,-1036,9,-163
15668,-1033,8,-160
15669,-1039,10,-163
15670,-1036,9,-160
15671,-1033,12,-167
15672,-1032,11,-174
15673,-1031,11,-165
15674,-1026,13,-164
15675,-1025,15,-169
15676,-1022,13,-167
15677,-1018,16,-158
15678,-1019,15,-171
15679,-1016,16,-162
15680,-1014,17,-167
15681,-1018,15,-165
15682,-1017,17,-165
15683,-1019,17,-161
15684,-1018,11,-164
15685,-1020,14,-167
15686,-1020,15,-166
15687,-1022,15,-162
15688,-1021,14,-165
15689,-1025,13,-168
15690,-1021,11,-172
15691,-1023,13,-169
15692,-1022,14,-167
15693,-1021,12,-168
15694,-1024,14,-171
15695,-1019,12,-166
15696,-1024,12,-165
15697,-1028,16,-171
15698,-1026,10,-175
15699,-1028,14,-185
15700,-1028,18,-157
15701,-1030,14,-136
15702,-1031,19,-135
15703,-1034,17,-146
15704,-1036,17,-166
15705,-1039,18,-181
15706,-1035,13,-178
15707,-1030,17,-171
15708,-1025,14,-165
15709,-1024,13,-160
15710,-1024,11,-162
15711,-1028,12,-162
15712,-1024,8,-163
15713,-1031,9,-159
15714,-1029,8,-163
15715,-1024,9,-165
15716,-1018,11,-170
15717,-1017,12,-167
15718,-1015,11,-165
15719,-1014,10,-167
15720,-1015,10,-164
15721,-1018,10,-169
15722,-1019,9,-171
15723,-1020,9,-177
15724,-1024,9,-176
15725,-1021,11,-175
15726,-1020,10,-170
15727,-1022,13,-174
15728,-1024,11,-168
15729,-1027,9,-168
15730,-1032,11,-168
15731,-1033,8,-163
15732,-1033,9,-169
15733,-1031,8,-164
15734,-1032,8,-173
15735,-1029,10,-167
15736,-1030,12,-159
15737,-1028,9,-165
15738,-1028,12,-167
15739,-1027,13,-172
15740,-1023,11,-171
15741,-1022,14,-170
15742,-1024,16,-175
15743,-1020,15,-170
15744,-1020,9,-174
15745,-1021,11,-172
15746,-1023,12,-174
15747,-1024,13,-172
15748,-1023,13,-168
15749,-1024,12,-171
15750,-1022,12,-171
15751,-1024,13,-167
15752,-1022,12,-167
15753,-1023,14,-167
15754,-1023,15,-166
15755,-1025,15,-175
15756,-1025,14,-168
15757,-1024,15,-173
15758,-1021,18,-171
15759,-1023,15,-172
15760,-1024,19,-162
15761,-1025,19,-167
15762,-1027,17,-165
15763,-1026,16,-168
15764,-1027,13,-156
15765,-1028,18,-163
15766,-1029,18,-167
15767,-1025,15,-165
15768,-1027,14,-169
15769,-1022,16,-166
15770,-1021,17,-172
15771,-1020,13,-175
15772,-1021,16,-169
15773,-1021,14,-170
15774,-1020,14,-172
15775,-1018,17,-174
15776,-1022,16,-174
15777,-1021,15,-175
15778,-1024,13,-172
15779,-1023,14,-171
15780,-1023,15,-167
15781,-1027,17,-171
15782,-1026,16,-170
15783,-1028,14,-170
15784,-1027,15,-165
15785,-1033,15,-173
15786,-1031,18,-176
15787,-1028,18,-173
15788,-1030,16,-176
15789,-1026,16,-173
15790,-1028,14,-175
15791,-1024,20,-173
15792,-1027,16,-175
15793,-1024,17,-178
15794,-1021,16,-177
15795,-1021,11,-171
15796,-1020,13,-178
15797,-1018,17,-169
15798,-1018,15,-174
15799,-1016,11,-174
15800,-1017,12,-173
15801,-1015,11,-177
15802,-1019,12,-171
15803,-1024,12,-169
15804,-1027,11,-168
15805,-1028,15,-166
15806,-1024,17,-167
15807,-1024,22,-168
15808,-1017,20,-165
15809,-1019,23,-173
15810,-1014,21,-172
15811,-1017,17,-182
15812,-1025,19,-208
15813,-1028,19,-212
15814,-1023,20,-192
15815,-1019,20,-150
15816,-1021,17,-136
15817,-1021,10,-138
15818,-1030,12,-168
15819,-1037,10,-181
15820,-1032,16,-185
15821,-1021,14,-175
15822,-1017,15,-176
15823,-1018,17,-176
15824,-1018,19,-170
15825,-1020,18,-174
15826,-1021,18,-176
15827,-1022,17,-191
15828,-1020,15,-193
15829,-1013,15,-187
15830,-1011,17,-183
15831,-1012,15,-173
15832,-1013,17,-164
15833,-1017,11,-163
15834,-1022,16,-169
15835,-1025,14,-182
15836,-1029,17,-186
15837,-1030,14,-182
15838,-1026,20,-178
15839,-1027,19,-177
15840,-1032,20,-169
15841,-1029,14,-175
15842,-1028,16,-180
15843,-1027,13,-175
15844,-1032,15,-177
15845,-1028,16,-180
15846,-1028,16,-181
15847,-1025,17,-181
15848,-1019,15,-179
15849,-1022,14,-181
15850,-1018,15,-182
15851,-1017,15,-179
15852,-1015,16,-179
15853,-1016,15,-178
15854,-1016,16,-171
15855,-1019,15,-175
15856,-1019,16,-173
15857,-1021,15,-177
15858,-1021,18,-174
15859,-1021,17,-174
15860,-1019,15,-178
15861,-1018,16,-178
15862,-1016,19,-180
15863,-1017,19,-175
15864,-1017,19,-177
15865,-1021,16,-178
15866,-1019,17,-178
15867,-1019,18,-178
15868,-1020,16,-177
15869,-1020,14,-180
15870,-1019,14,-187
15871,-1028,10,-195
15872,-1024,9,-195
15873,-1023,15,-170
15874,-1022,20,-139
15875,-1031,22,-143
15876,-1031,20,-172
15877,-1036,18,-191
15878,-1034,17,-199
15879,-1025,19,-188
15880,-1022,16,-182
15881,-1015,15,-173
15882,-1016,15,-173
15883,-1022,12,-172
15884,-1020,10,-181
15885,-1026,12,-186
15886,-1028,13,-193
15887,-1023,17,-187
15888,-1020,15,-186
15889,-1014,13,-182
15890,-1014,14,-178
15891,-1018,18,-172
15892,-1017,17,-174
15893,-1023,17,-175
15894,-1019,15,-178
15895,-1023,13,-182
15896,-1019,20,-185
15897,-1017,17,-185
15898,-1017,14,-188
15899,-1017,16,-188
15900,-1018,12,-188
15901,-1021,11,-187
15902,-1023,11,-189
15903,-1023,10,-186
15904,-1028,9,-188
15905,-1027,8,-187
15906,-1025,10,-183
15907,-1025,11,-184
15908,-1029,11,-182
15909,-1027,14,-185
15910,-1026,14,-184
15911,-1025,13,-187
15912,-1027,15,-180
15913,-1026,10,-178
15914,-1023,16,-178
15915,-1023,14,-183
15916,-1021,17,-180
15917,-1019,14,-183
15918,-1016,15,-184
15919,-1018,17,-180
15920,-1013,16,-189
15921,-1013,13,-189
15922,-1013,15,-186
15923,-1014,12,-187
15924,-1013,11,-188
15925,-1018,11,-185
15926,-1015,12,-183
15927,-1015,13,-188
15928,-1019,13,-187
15929,-1017,12,-186
15930,-1022,15,-189
15931,-1021,14,-185
15932,-1021,12,-186
15933,-1022,12,-189
15934,-1021,13,-188
15935,-1023,13,-191
15936,-1021,15,-190
15937,-1026,13,-191
15938,-1028,13,-193
15939,-1024,12,-187
15940,-1028,15,-186
15941,-1027,14,-182
15942,-1027,15,-184
15943,-1029,14,-187
15944,-1030,11,-185
15945,-1025,16,-184
15946,-1026,14,-182
15947,-1022,12,-182
15948,-1024,14,-179
15949,-1020,15,-178
15950,-1019,11,-182
15951,-1017,14,-180
15952,-1018,13,-181
15953,-1017,12,-182
15954,-1016,12,-185
15955,-1013,13,-187
15956,-1012,14,-187
15957,-1012,13,-187
15958,-1012,14,-190
15959,-1012,13,-191
15960,-1013,12,-194
15961,-1015,13,-191
15962,-1016,13,-191
15963,-1019,8,-185
15964,-1021,10,-187
15965,-1024,12,-188
15966,-1026,13,-188
15967,-1026,11,-183
15968,-1027,11,-185
15969,-1032,14,-180
15970,-1031,13,-181
15971,-1031,12,-183
15972,-1031,13,-173
15973,-1025,11,-181
15974,-1023,13,-185
15975,-1023,18,-182
15976,-1022,15,-181
15977,-1016,21,-181
15978,-1017,18,-187
15979,-1019,17,-209
15980,-1021,13,-219
15981,-1023,10,-210
15982,-1018,15,-178
15983,-1014,9,-168
15984,-1012,12,-152
15985,-1014,8,-154
15986,-1014,9,-178
15987,-1012,10,-199
15988,-1010,13,-207
15989,-1009,12,-197
15990,-1010,16,-172
15991,-1014,13,-168
15992,-1014,14,-184
15993,-1016,12,-195
15994,-1017,14,-206
15995,-1016,13,-210
15996,-1014,17,-198
15997,-1013,19,-190
15998,-1010,17,-183
15999,-1015,16,-183
16000,-1023,13,-183
16001,-1030,15,-186
16002,-1032,17,-185
16003,-1034,17,-186
16004,-1032,13,-187
16005,-1032,12,-185
16006,-1027,11,-186
16007,-1025,10,-188
16008,-1024,11,-186
16009,-1024,10,-180
16010,-1023,11,-182
16011,-1024,11,-180
16012,-1019,10,-185
16013,-1020,12,-186
16014,-1016,16,-190
16015,-1017,14,-192
16016,-1012,18,-191
16017,-1011,18,-192
16018,-1009,18,-193
16019,-1009,20,-191
16020,-1009,19,-194
16021,-1010,24,-187
16022,-1011,22,-188
16023,-1011,20,-184
16024,-1011,19,-184
16025,-1010,21,-185
16026,-1014,23,-191
16027,-1014,22,-188
16028,-1017,22,-190
16029,-1016,20,-190
16030,-1018,19,-188
16031,-1016,22,-185
16032,-1021,22,-189
16033,-1021,17,-184
16034,-1024,23,-189
16035,-1025,23,-193
16036,-1026,19,-194
16037,-1028,20,-205
16038,-1029,21,-203
16039,-1028,18,-178
16040,-1029,24,-145
16041,-1031,19,-150
16042,-1034,18,-185
16043,-1031,18,-200
16044,-1025,17,-209
16045,-1014,19,-198
16046,-1010,17,-188
16047,-1009,18,-181
16048,-1008,15,-178
16049,-1016,18,-183
16050,-1020,15,-192
16051,-1024,17,-191
16052,-1023,19,-196
16053,-1017,23,-190
16054,-1012,20,-186
16055,-1011,21,-182
16056,-1013,19,-178
16057,-1018,16,-173
16058,-1021,21,-178
16059,-1022,25,-179
16060,-1019,19,-185
16061,-1020,19,-184
16062,-1018,26,-181
16063,-1015,21,-179
16064,-1015,19,-182
16065,-1017,18,-184
16066,-1024,19,-186
16067,-1021,21,-187
16068,-1027,20,-188
16069,-1023,19,-189
16070,-1024,20,-186
16071,-1026,18,-181
16072,-1024,19,-183
16073,-1022,15,-182
16074,-1026,14,-177
16075,-1026,16,-183
16076,-1023,18,-186
16077,-1024,17,-182
16078,-1025,16,-185
16079,-1020,16,-178
16080,-1020,15,-185
16081,-1020,15,-177
16082,-1022,17,-183
16083,-1024,16,-182
16084,-1025,13,-181
16085,-1024,15,-183
16086,-1023,14,-185
16087,-1023,13,-184
16088,-1022,15,-183
16089,-1024,18,-182
16090,-1024,15,-176
16091,-1024,15,-179
16092,-1023,17,-170
16093,-1027,15,-177
16094,-1023,16,-178
16095,-1025,18,-175
16096,-1023,20,-181
16097,-1021,20,-174
16098,-1022,20,-176
16099,-1021,17,-177
16100,-1020,22,-174
16101,-1021,19,-177
16102,-1021,18,-175
16103,-1020,18,-172
16104,-1021,16,-177
16105,-1022,16,-174
16106,-1021,15,-175
16107,-1022,17,-172
16108,-1018,14,-176
16109,-1020,13,-178
16110,-1022,17,-177
16111,-1020,15,-176
16112,-1025,14,-179
16113,-1021,16,-172
16114,-1025,15,-173
16115,-1023,15,-175
16116,-1021,17,-179
16117,-1026,20,-178
16118,-1024,21,-174
16119,-1023,19,-181
16120,-1024,23,-176
16121,-1022,23,-174
16122,-1019,21,-174
16123,-1020,20,-172
16124,-1020,20,-173
16125,-1021,24,-170
16126,-1021,22,-171
16127,-1020,23,-176
16128,-1018,23,-168
16129,-1019,21,-170
16130,-1020,19,-173
16131,-1020,17,-168
16132,-1020,16,-168
16133,-1018,14,-162
16134,-1025,19,-169
16135,-1026,19,-171
16136,-1025,15,-166
16137,-1030,18,-167
16138,-1027,17,-164
16139,-1032,15,-161
16140,-1029,17,-158
16141,-1029,20,-159
16142,-1025,18,-159
16143,-1019,19,-161
16144,-1021,17,-162
16145,-1022,14,-193
16146,-1027,14,-212
16147,-1025,12,-203
16148,-1023,9,-158
16149,-1019,10,-124
16150,-1019,8,-120
16151,-1028,6,-136
16152,-1032,6,-159
16153,-1032,10,-178
16154,-1024,11,-182
16155,-1018,18,-173
16156,-1014,22,-168
16157,-1010,21,-167
16158,-1013,23,-167
16159,-1014,20,-165
16160,-1014,25,-178
16161,-1014,19,-176
16162,-1016,20,-178
16163,-1012,17,-170
16164,-1017,19,-162
16165,-1014,14,-160
16166,-1016,17,-157
16167,-1017,15,-160
16168,-1022,15,-166
16169,-1026,16,-164
16170,-1028,16,-168
16171,-1030,16,-164
16172,-1034,15,-163
16173,-1032,13,-160
16174,-1031,14,-157
16175,-1032,15,-161
16176,-1037,14,-160
16177,-1035,13,-164
16178,-1036,13,-160
16179,-1035,12,-159
16180,-1030,11,-167
16181,-1029,11,-170
16182,-1029,13,-169
16183,-1026,7,-165
16184,-1023,10,-168
16185,-1022,12,-170
16186,-1021,10,-164
16187,-1020,10,-163
16188,-1019,8,-163
16189,-1018,12,-161
16190,-1016,10,-164
16191,-1019,10,-159
16192,-1017,10,-164
16193,-1018,10,-159
16194,-1016,12,-161
16195,-1018,14,-156
16196,-1018,13,-158
16197,-1018,11,-161
16198,-1018,12,-158
16199,-1020,10,-153
16200,-1024,9,-163
16201,-1021,11,-162
16202,-1019,13,-162
16203,-1021,8,-161
16204,-1025,12,-164
16205,-1023,12,-163
16206,-1025,13,-174
16207,-1025,11,-188
16208,-1027,10,-169
16209,-1030,16,-134
16210,-1031,15,-132
16211,-1032,16,-142
16212,-1034,17,-173
16213,-1039,15,-186
16214,-1034,16,-185
16215,-1030,13,-177
16216,-1024,14,-172
16217,-1021,11,-167
16218,-1020,14,-169
16219,-1022,11,-162
16220,-1023,10,-157
16221,-1028,11,-162
16222,-1028,7,-159
16223,-1025,6,-170
16224,-1027,9,-171
16225,-1023,9,-171
16226,-1020,9,-164
16227,-1021,8,-161
16228,-1017,10,-162
16229,-1018,11,-160
16230,-1020,11,-166
16231,-1020,13,-170
16232,-1021,9,-170
16233,-1024,11,-172
16234,-1022,14,-174
16235,-1026,11,-166
16236,-1027,12,-164
16237,-1023,12,-170
16238,-1027,14,-166
16239,-1025,13,-170
16240,-1024,12,-164
16241,-1026,8,-173
16242,-1025,9,-171
16243,-1031,10,-168
16244,-1024,9,-172
16245,-1024,12,-171
16246,-1023,8,-171
16247,-1023,10,-174
16248,-1025,7,-164
16249,-1026,9,-172
16250,-1022,10,-169
16251,-1027,7,-171
16252,-1023,10,-171
16253,-1026,11,-171
16254,-1023,7,-173
16255,-1021,10,-170
16256,-1024,8,-168
16257,-1023,10,-169
16258,-1026,9,-173
16259,-1021,11,-172
