,0
9276,2
9277,40
9278,56
9279,75
9280,75
9281,59
9282,85
9283,122
9284,115
9285,101
9286,106
9287,92
9288,59
9289,23
9290,-28
9291,-89
9292,-146
9293,-189
9294,-205
9295,-198
9296,-196
9297,-196
9298,-200
9299,-212
9300,-212
9301,-193
9302,-177
9303,-172
9304,-170
9305,-170
9306,-167
9307,-156
9308,-137
9309,-134
9310,-141
9311,-137
9312,-134
9313,-137
9314,-127
9315,-132
9316,-163
9317,-174
9318,-160
9319,-158
9320,-158
9321,-160
9322,-174
9323,-179
9324,-184
9325,-198
9326,-198
9327,-193
9328,-198
9329,-191
9330,-177
9331,-172
9332,-158
9333,-148
9334,-153
9335,-158
9336,-156
9337,-151
9338,-144
9339,-130
9340,-127
9341,-125
9342,-111
9343,-92
9344,9
9345,304
9346,704
9347,829
9348,255
9349,-645
9350,-789
9351,-307
9352,-184
9353,-283
9354,-182
9355,-125
9356,-203
9357,-234
9358,-193
9359,-165
9360,-153
9361,-127
9362,-108
9363,-106
9364,-92
9365,-61
9366,-35
9367,-14
9368,9
9369,23
9370,35
9371,68
9372,104
9373,130
9374,158
9375,174
9376,170
9377,182
9378,196
9379,172
9380,118
9381,42
9382,-37
9383,-96
9384,-130
9385,-153
9386,-172
9387,-182
9388,-191
9389,-191
9390,-174
9391,-156
9392,-139
9393,-127
9394,-132
9395,-132
9396,-111
9397,-92
9398,-89
9399,-80
9400,-85
9401,-101
9402,-99
9403,-82
9404,-78
9405,-80
9406,-80
9407,-87
9408,-106
9409,-113
9410,-111
9411,-134
9412,-179
9413,-186
9414,-165
9415,-158
9416,-156
9417,-144
9418,-141
9419,-141
9420,-137
9421,-132
9422,-120
9423,-113
9424,-113
9425,-125
9426,-170
9427,-203
9428,-179
9429,-153
9430,-151
9431,-153
9432,-158
9433,-174
9434,-189
9435,-200
9436,-203
9437,-184
9438,-177
9439,-184
9440,-163
9441,-151
9442,-165
9443,-141
9444,-35
9445,229
9446,638
9447,825
9448,267
9449,-640
9450,-765
9451,-283
9452,-167
9453,-248
9454,-137
9455,-80
9456,-115
9457,-92
9458,-61
9459,-56
9460,-54
9461,-35
9462,-7
9463,9
9464,14
9465,26
9466,44
9467,59
9468,73
9469,101
9470,120
9471,127
9472,146
9473,184
9474,208
9475,217
9476,219
9477,184
9478,153
9479,160
9480,160
9481,108
9482,35
9483,-33
9484,-92
9485,-127
9486,-139
9487,-146
9488,-148
9489,-156
9490,-163
9491,-151
9492,-132
9493,-115
9494,-99
9495,-115
9496,-172
9497,-191
9498,-160
9499,-144
9500,-139
9501,-134
9502,-146
9503,-148
9504,-134
9505,-122
9506,-118
9507,-132
9508,-177
9509,-191
9510,-167
9511,-160
9512,-165
9513,-148
9514,-146
9515,-160
9516,-151
9517,-130
9518,-127
9519,-125
9520,-120
9521,-120
9522,-120
9523,-108
9524,-99
9525,-96
9526,-92
9527,-89
9528,-99
9529,-104
9530,-104
9531,-104
9532,-115
9533,-125
9534,-115
9535,-115
9536,-122
9537,-127
9538,-134
9539,-137
9540,-139
9541,-151
9542,-167
9543,-200
9544,-222
9545,-182
9546,-40
9547,262
9548,673
9549,817
9550,229
9551,-657
9552,-735
9553,-255
9554,-158
9555,-234
9556,-137
9557,-94
9558,-122
9559,-99
9560,-68
9561,-61
9562,-54
9563,-42
9564,-23
9565,-7
9566,7
9567,11
9568,18
9569,40
9570,73
9571,96
9572,96
9573,94
9574,115
9575,148
9576,172
9577,182
9578,153
9579,108
9580,104
9581,111
9582,80
9583,26
9584,-33
9585,-101
9586,-156
9587,-174
9588,-184
9589,-191
9590,-193
9591,-196
9592,-200
9593,-189
9594,-165
9595,-153
9596,-137
9597,-130
9598,-132
9599,-122
9600,-99
9601,-87
9602,-92
9603,-111
9604,-134
9605,-146
9606,-139
9607,-139
9608,-167
9609,-205
9610,-212
9611,-200
9612,-191
9613,-179
9614,-167
9615,-163
9616,-172
9617,-170
9618,-151
9619,-137
9620,-134
9621,-127
9622,-127
9623,-132
9624,-130
9625,-134
9626,-137
9627,-141
9628,-163
9629,-174
9630,-167
9631,-156
9632,-148
9633,-141
9634,-141
9635,-146
9636,-151
9637,-158
9638,-148
9639,-139
9640,-144
9641,-170
9642,-212
9643,-219
9644,-191
9645,-177
9646,-177
9647,-170
9648,-172
9649,-174
9650,-151
9651,-125
9652,-118
9653,-113
9654,-101
9655,-87
9656,-80
9657,-85
9658,-96
9659,-92
9660,-80
9661,-80
9662,-73
9663,-61
9664,-59
9665,-52
9666,-14
9667,130
9668,451
9669,853
9670,945
9671,297
9672,-555
9673,-560
9674,-139
9675,-139
9676,-217
9677,-113
9678,-82
9679,-115
9680,-87
9681,-61
9682,-63
9683,-49
9684,-21
9685,-14
9686,-11
9687,-2
9688,9
9689,26
9690,52
9691,73
9692,82
9693,92
9694,106
9695,115
9696,134
9697,163
9698,179
9699,177
9700,158
9701,141
9702,132
9703,115
9704,63
9705,-11
9706,-82
9707,-125
9708,-151
9709,-172
9710,-184
9711,-198
9712,-212
9713,-205
9714,-184
9715,-172
9716,-170
9717,-208
9718,-276
9719,-297
9720,-274
9721,-264
9722,-255
9723,-245
9724,-255
9725,-255
9726,-236
9727,-224
9728,-217
9729,-212
9730,-219
9731,-229
9732,-234
9733,-238
9734,-231
9735,-219
9736,-222
9737,-224
9738,-210
9739,-215
9740,-245
9741,-248
9742,-229
9743,-229
9744,-224
9745,-200
9746,-186
9747,-179
9748,-174
9749,-172
9750,-167
9751,-151
9752,-132
9753,-125
9754,-125
9755,-120
9756,-115
9757,-108
9758,-94
9759,-87
9760,-87
9761,-82
9762,-78
9763,-78
9764,-82
9765,-96
9766,-99
9767,-85
9768,-82
9769,-85
9770,-75
9771,-63
9772,-66
9773,-59
9774,-49
9775,-52
9776,-52
9777,-42
9778,-40
9779,-35
9780,-28
9781,-30
9782,-33
9783,-33
9784,-33
9785,-26
9786,-16
9787,-33
9788,-42
9789,-26
9790,-28
9791,-42
9792,-44
9793,-70
9794,-125
9795,-148
9796,-144
9797,-153
9798,-148
9799,-132
9800,-125
9801,-56
9802,182
9803,567
9804,851
9805,567
9806,-319
9807,-770
9808,-371
9809,-130
9810,-278
9811,-255
9812,-179
9813,-226
9814,-229
9815,-179
9816,-170
9817,-163
9818,-137
9819,-134
9820,-139
9821,-118
9822,-89
9823,-73
9824,-54
9825,-37
9826,-30
9827,-11
9828,9
9829,16
9830,44
9831,80
9832,92
9833,113
9834,146
9835,160
9836,158
9837,144
9838,96
9839,37
9840,-11
9841,-61
9842,-108
9843,-146
9844,-182
9845,-203
9846,-196
9847,-182
9848,-174
9849,-167
9850,-165
9851,-165
9852,-151
9853,-134
9854,-122
9855,-115
9856,-111
9857,-108
9858,-101
9859,-92
9860,-96
9861,-115
9862,-125
9863,-153
9864,-200
9865,-198
9866,-167
9867,-167
9868,-172
9869,-167
9870,-184
9871,-208
9872,-191
9873,-172
9874,-174
9875,-163
9876,-153
9877,-156
9878,-144
9879,-130
9880,-125
9881,-118
9882,-108
9883,-108
9884,-104
9885,-94
9886,-101
9887,-111
9888,-113
9889,-111
9890,-108
9891,-104
9892,-120
9893,-137
9894,-125
9895,-115
9896,-120
9897,-118
9898,-108
9899,-104
9900,-92
9901,-87
9902,-87
9903,-85
9904,-80
9905,-75
9906,-63
9907,-61
9908,-70
9909,-87
9910,-99
9911,-108
9912,-115
9913,-115
9914,-113
9915,-122
9916,-125
9917,-115
9918,-111
9919,-104
9920,-101
9921,-108
9922,-111
9923,-104
9924,-106
9925,-118
9926,-120
9927,-120
9928,-125
9929,-113
9930,-92
9931,-85
9932,-85
9933,-87
9934,-92
9935,-101
9936,-132
9937,-144
9938,-118
9939,-130
9940,-186
9941,-177
9942,-127
9943,-125
9944,-141
9945,-158
9946,-200
9947,-219
9948,-184
9949,-160
9950,-156
9951,-141
9952,-134
9953,-85
9954,120
9955,494
9956,851
9957,777
9958,0
9959,-702
9960,-479
9961,-87
9962,-158
9963,-184
9964,-75
9965,-94
9966,-115
9967,-59
9968,-40
9969,-42
9970,-23
9971,-16
9972,-16
9973,9
9974,35
9975,40
9976,49
9977,66
9978,78
9979,104
9980,134
9981,156
9982,170
9983,191
9984,212
9985,234
9986,252
9987,267
9988,250
9989,205
9990,163
9991,127
9992,73
9993,2
9994,-63
9995,-108
9996,-137
9997,-165
9998,-179
9999,-177
10000,-174
10001,-186
10002,-212
10003,-236
10004,-219
10005,-189
10006,-189
10007,-184
10008,-167
10009,-196
10010,-248
10011,-252
10012,-238
10013,-252
10014,-262
10015,-278
10016,-328
10017,-345
10018,-314
10019,-304
10020,-314
10021,-335
10022,-380
10023,-404
10024,-378
10025,-347
10026,-326
10027,-309
10028,-304
10029,-300
10030,-283
10031,-264
10032,-243
10033,-222
10034,-215
10035,-212
10036,-203
10037,-189
10038,-170
10039,-153
10040,-146
10041,-146
10042,-141
10043,-118
10044,-101
10045,-99
10046,-85
10047,-73
10048,-85
10049,-82
10050,-56
10051,-49
10052,-56
10053,-68
10054,-82
10055,-70
10056,-52
10057,-47
10058,-35
10059,-28
10060,-40
10061,-37
10062,-16
10063,-4
10064,-4
10065,0
10066,-4
10067,-18
10068,-35
10069,-47
10070,-47
10071,-30
10072,-33
10073,-30
10074,-7
10075,7
10076,2
10077,-4
10078,-23
10079,-73
10080,-101
10081,-75
10082,-49
10083,-52
10084,-70
10085,-115
10086,-96
10087,146
10088,562
10089,867
10090,643
10091,-241
10092,-848
10093,-520
10094,-163
10095,-248
10096,-226
10097,-104
10098,-120
10099,-137
10100,-80
10101,-59
10102,-63
10103,-35
10104,-9
10105,-14
10106,2
10107,35
10108,40
10109,44
10110,52
10111,56
10112,78
10113,111
10114,127
10115,139
10116,165
10117,184
10118,203
10119,219
10120,226
10121,231
10122,217
10123,177
10124,127
10125,66
10126,-4
10127,-61
10128,-96
10129,-134
10130,-158
10131,-170
10132,-191
10133,-212
10134,-245
10135,-264
10136,-255
10137,-255
10138,-250
10139,-222
10140,-200
10141,-193
10142,-191
10143,-189
10144,-184
10145,-172
10146,-160
10147,-153
10148,-163
10149,-184
10150,-186
10151,-163
10152,-151
10153,-151
10154,-153
10155,-198
10156,-245
10157,-224
10158,-186
10159,-174
10160,-167
10161,-163
10162,-167
10163,-163
10164,-139
10165,-127
10166,-125
10167,-115
10168,-111
10169,-106
10170,-89
10171,-73
10172,-66
10173,-68
10174,-80
10175,-75
10176,-52
10177,-37
10178,-35
10179,-28
10180,-33
10181,-59
10182,-59
10183,-35
10184,-28
10185,-30
10186,-28
10187,-28
10188,-26
10189,-11
10190,11
10191,23
10192,11
10193,-11
10194,-16
10195,-2
10196,9
10197,11
10198,7
10199,-18
10200,-42
10201,-18
10202,89
10203,352
10204,744
10205,983
10206,572
10207,-340
10208,-652
10209,-205
10210,-9
10211,-113
10212,-47
10213,7
10214,-40
10215,-21
10216,18
10217,14
10218,9
10219,9
10220,21
10221,40
10222,47
10223,56
10224,68
10225,75
10226,92
10227,111
10228,127
10229,148
10230,167
10231,146
10232,122
10233,151
10234,184
10235,189
10236,196
10237,189
10238,153
10239,111
10240,56
10241,-11
10242,-70
10243,-118
10244,-174
10245,-226
10246,-250
10247,-245
10248,-229
10249,-222
10250,-226
10251,-224
10252,-210
10253,-193
10254,-179
10255,-160
10256,-156
10257,-160
10258,-156
10259,-139
10260,-127
10261,-122
10262,-118
10263,-127
10264,-146
10265,-182
10266,-215
10267,-215
10268,-212
10269,-238
10270,-252
10271,-238
10272,-226
10273,-222
10274,-212
10275,-210
10276,-231
10277,-248
10278,-241
10279,-222
10280,-208
10281,-205
10282,-215
10283,-205
10284,-184
10285,-165
10286,-156
10287,-156
10288,-165
10289,-163
10290,-141
10291,-125
10292,-118
10293,-113
10294,-120
10295,-122
10296,-108
10297,-92
10298,-87
10299,-87
10300,-113
10301,-160
10302,-167
10303,-132
10304,-108
10305,-99
10306,-99
10307,-108
10308,-130
10309,-144
10310,-134
10311,-120
10312,-118
10313,-115
10314,-106
10315,-94
10316,-49
10317,101
10318,427
10319,822
10320,900
10321,267
10322,-555
10323,-541
10324,-89
10325,-68
10326,-156
10327,-61
10328,-30
10329,-63
10330,-68
10331,-80
10332,-87
10333,-66
10334,-47
10335,-40
10336,-28
10337,-11
10338,2
10339,9
10340,16
10341,16
10342,21
10343,52
10344,82
10345,99
10346,118
10347,148
10348,172
10349,184
10350,198
10351,198
10352,177
10353,148
10354,106
10355,47
10356,-7
10357,-56
10358,-108
10359,-144
10360,-163
10361,-167
10362,-163
10363,-158
10364,-158
10365,-158
10366,-151
10367,-137
10368,-122
10369,-108
10370,-106
10371,-111
10372,-120
10373,-130
10374,-127
10375,-111
10376,-120
10377,-177
10378,-212
10379,-189
10380,-167
10381,-170
10382,-163
10383,-160
10384,-174
10385,-167
10386,-148
10387,-141
10388,-134
10389,-132
10390,-144
10391,-139
10392,-120
10393,-111
10394,-104
10395,-104
10396,-148
10397,-208
10398,-203
10399,-172
10400,-170
10401,-174
10402,-179
10403,-179
10404,-174
10405,-182
10406,-184
10407,-172
10408,-172
10409,-182
10410,-165
10411,-148
10412,-146
10413,-146
10414,-139
10415,-132
10416,-115
10417,-101
10418,-99
10419,-111
10420,-127
10421,-158
10422,-179
10423,-170
10424,-156
10425,-156
10426,-153
10427,-153
10428,-156
10429,-137
10430,-42
10431,203
10432,576
10433,825
10434,489
10435,-366
10436,-730
10437,-321
10438,-106
10439,-231
10440,-193
10441,-115
10442,-137
10443,-127
10444,-96
10445,-94
10446,-111
10447,-144
10448,-146
10449,-113
10450,-96
10451,-85
10452,-61
10453,-47
10454,-35
10455,-7
10456,18
10457,40
10458,73
10459,99
10460,118
10461,141
10462,137
10463,113
10464,120
10465,132
10466,104
10467,66
10468,14
10469,-63
10470,-130
10471,-163
10472,-198
10473,-226
10474,-231
10475,-224
10476,-215
10477,-205
10478,-198
10479,-193
10480,-184
10481,-165
10482,-148
10483,-134
10484,-130
10485,-134
10486,-132
10487,-118
10488,-106
10489,-96
10490,-92
10491,-96
10492,-104
10493,-96
10494,-87
10495,-80
10496,-78
10497,-85
10498,-96
10499,-89
10500,-82
10501,-101
10502,-111
10503,-101
10504,-106
10505,-108
10506,-92
10507,-78
10508,-73
10509,-73
10510,-80
10511,-82
10512,-66
10513,-54
10514,-52
10515,-54
10516,-92
10517,-144
10518,-134
10519,-106
10520,-106
10521,-104
10522,-99
10523,-108
10524,-108
10525,-92
10526,-68
10527,-75
10528,-118
10529,-141
10530,-132
10531,-127
10532,-141
10533,-167
10534,-184
10535,-179
10536,-170
10537,-158
10538,-141
10539,-134
10540,-122
10541,-42
10542,189
10543,565
10544,843
10545,555
10546,-297
10547,-711
10548,-314
10549,-59
10550,-167
10551,-151
10552,-89
10553,-127
10554,-144
10555,-120
10556,-111
10557,-108
10558,-101
10559,-87
10560,-75
10561,-68
10562,-56
10563,-40
10564,-35
10565,-40
10566,-30
10567,-9
10568,11
10569,35
10570,61
10571,89
10572,120
10573,141
10574,153
10575,160
10576,153
10577,134
10578,113
10579,63
10580,-9
10581,-75
10582,-120
10583,-148
10584,-165
10585,-182
10586,-191
10587,-193
10588,-189
10589,-179
10590,-163
10591,-144
10592,-139
10593,-170
10594,-200
10595,-182
10596,-158
10597,-177
10598,-205
10599,-241
10600,-267
10601,-245
10602,-217
10603,-217
10604,-212
10605,-203
10606,-210
10607,-203
10608,-179
10609,-165
10610,-158
10611,-158
10612,-170
10613,-160
10614,-137
10615,-120
10616,-118
10617,-120
10618,-125
10619,-125
10620,-106
10621,-92
10622,-87
10623,-82
10624,-87
10625,-94
10626,-75
10627,-61
10628,-68
10629,-89
10630,-111
10631,-108
10632,-87
10633,-68
10634,-49
10635,-35
10636,-44
10637,-68
10638,-70
10639,-59
10640,-56
10641,-54
10642,-47
10643,-52
10644,-61
10645,-66
10646,-49
10647,61
10648,345
10649,732
10650,877
10651,349
10652,-508
10653,-669
10654,-224
10655,-89
10656,-165
10657,-82
10658,-59
10659,-134
10660,-130
10661,-104
10662,-130
10663,-122
10664,-80
10665,-73
10666,-78
10667,-78
10668,-106
10669,-156
10670,-163
10671,-130
10672,-111
10673,-92
10674,-61
10675,-44
10676,-21
10677,9
10678,28
10679,44
10680,70
10681,78
10682,73
10683,59
10684,16
10685,-42
10686,-94
10687,-146
10688,-200
10689,-236
10690,-250
10691,-252
10692,-250
10693,-260
10694,-276
10695,-269
10696,-241
10697,-222
10698,-205
10699,-189
10700,-186
10701,-186
10702,-177
10703,-163
10704,-146
10705,-137
10706,-137
10707,-141
10708,-144
10709,-134
10710,-120
10711,-106
10712,-111
10713,-132
10714,-127
10715,-106
10716,-96
10717,-94
10718,-85
10719,-85
10720,-99
10721,-92
10722,-70
10723,-75
10724,-118
10725,-170
10726,-186
10727,-167
10728,-146
10729,-134
10730,-122
10731,-127
10732,-132
10733,-118
10734,-94
10735,-82
10736,-63
10737,-56
10738,-111
10739,-174
10740,-165
10741,-134
10742,-132
10743,-127
10744,-125
10745,-127
10746,-115
10747,-92
10748,-26
10749,182
10750,553
10751,879
10752,683
10753,-174
10754,-754
10755,-427
10756,-80
10757,-165
10758,-158
10759,-56
10760,-85
10761,-106
10762,-59
10763,-54
10764,-73
10765,-47
10766,-14
10767,-16
10768,-16
10769,-4
10770,11
10771,28
10772,47
10773,68
10774,82
10775,94
10776,111
10777,137
10778,165
10779,182
10780,186
10781,189
10782,177
10783,153
10784,120
10785,75
10786,11
10787,-52
10788,-104
10789,-170
10790,-250
10791,-283
10792,-278
10793,-283
10794,-281
10795,-269
10796,-262
10797,-248
10798,-231
10799,-219
10800,-200
10801,-191
10802,-182
10803,-172
10804,-174
10805,-167
10806,-148
10807,-141
10808,-148
10809,-151
10810,-146
10811,-141
10812,-134
10813,-130
10814,-165
10815,-217
10816,-215
10817,-184
10818,-177
10819,-170
10820,-156
10821,-163
10822,-182
10823,-170
10824,-146
10825,-137
10826,-130
10827,-127
10828,-134
10829,-127
10830,-113
10831,-101
10832,-85
10833,-78
10834,-82
10835,-66
10836,-44
10837,-42
10838,-44
10839,-54
10840,-73
10841,-70
10842,-49
10843,-35
10844,-30
10845,-33
10846,-42
10847,-14
10848,148
10849,484
10850,884
10851,950
10852,252
10853,-602
10854,-555
10855,-122
10856,-130
10857,-191
10858,-92
10859,-87
10860,-111
10861,-61
10862,-35
10863,-42
10864,-35
10865,-28
10866,-18
10867,0
10868,18
10869,33
10870,40
10871,42
10872,49
10873,56
10874,66
10875,85
10876,101
10877,113
10878,130
10879,146
10880,163
10881,167
10882,153
10883,137
10884,111
10885,52
10886,-23
10887,-80
10888,-125
10889,-167
10890,-226
10891,-286
10892,-290
10893,-264
10894,-269
10895,-278
10896,-276
10897,-283
10898,-293
10899,-283
10900,-269
10901,-257
10902,-248
10903,-248
10904,-243
10905,-229
10906,-226
10907,-222
10908,-208
10909,-205
10910,-210
10911,-205
10912,-196
10913,-193
10914,-182
10915,-174
10916,-182
10917,-193
10918,-200
10919,-189
10920,-191
10921,-226
10922,-238
10923,-219
10924,-212
10925,-205
10926,-186
10927,-172
10928,-170
10929,-174
10930,-177
10931,-160
10932,-132
10933,-108
10934,-99
10935,-99
10936,-96
10937,-92
10938,-92
10939,-92
10940,-87
10941,-89
10942,-96
10943,-82
10944,-63
10945,-59
10946,-49
10947,9
10948,198
10949,548
10950,862
10951,678
10952,-148
10953,-709
10954,-373
10955,-26
10956,-122
10957,-130
10958,-23
10959,-54
10960,-125
10961,-127
10962,-96
10963,-78
10964,-66
10965,-52
10966,-52
10967,-49
10968,-28
10969,-2
10970,14
10971,30
10972,42
10973,54
10974,75
10975,106
10976,134
10977,158
10978,174
10979,184
10980,189
10981,182
10982,160
10983,130
10984,80
10985,4
10986,-85
10987,-160
10988,-193
10989,-217
10990,-248
10991,-260
10992,-257
10993,-248
10994,-236
10995,-224
10996,-217
10997,-205
10998,-198
10999,-191
11000,-174
11001,-160
11002,-158
11003,-148
11004,-141
11005,-153
11006,-167
11007,-172
11008,-182
11009,-196
11010,-203
11011,-205
11012,-208
11013,-224
11014,-243
11015,-236
11016,-219
11017,-222
11018,-224
11019,-212
11020,-208
11021,-200
11022,-186
11023,-182
11024,-184
11025,-179
11026,-172
11027,-167
11028,-153
11029,-165
11030,-212
11031,-236
11032,-210
11033,-191
11034,-186
11035,-174
11036,-170
11037,-177
11038,-174
11039,-153
11040,-127
11041,-108
11042,-99
11043,-99
11044,-101
11045,-115
11046,-137
11047,-134
11048,-120
11049,-125
11050,-127
11051,-132
11052,-156
11053,-160
11054,-125
11055,-47
11056,177
11057,565
11058,832
11059,505
11060,-345
11061,-702
11062,-278
11063,-47
11064,-170
11065,-125
11066,-35
11067,-70
11068,-85
11069,-47
11070,-30
11071,-26
11072,-4
11073,7
11074,0
11075,4
11076,28
11077,28
11078,23
11079,37
11080,49
11081,54
11082,82
11083,118
11084,144
11085,165
11086,182
11087,189
11088,200
11089,203
11090,182
11091,151
11092,108
11093,44
11094,-23
11095,-70
11096,-108
11097,-141
11098,-172
11099,-189
11100,-193
11101,-186
11102,-172
11103,-163
11104,-163
11105,-179
11106,-217
11107,-234
11108,-208
11109,-210
11110,-234
11111,-231
11112,-231
11113,-250
11114,-255
11115,-255
11116,-260
11117,-281
11118,-316
11119,-323
11120,-297
11121,-288
11122,-295
11123,-283
11124,-264
11125,-262
11126,-257
11127,-241
11128,-231
11129,-226
11130,-212
11131,-205
11132,-205
11133,-196
11134,-189
11135,-182
11136,-170
11137,-163
11138,-160
11139,-153
11140,-148
11141,-158
11142,-165
11143,-156
11144,-151
11145,-151
11146,-141
11147,-127
11148,-118
11149,-108
11150,-104
11151,-104
11152,-99
11153,-92
11154,-80
11155,-75
11156,-78
11157,-78
11158,-70
11159,-56
11160,-35
11161,-18
11162,-14
11163,-28
11164,-47
11165,-47
11166,-37
11167,-30
11168,-21
11169,-26
11170,-40
11171,-35
11172,-14
11173,42
11174,236
11175,607
11176,926
11177,716
11178,-127
11179,-664
11180,-323
11181,-16
11182,-141
11183,-167
11184,-75
11185,-85
11186,-87
11187,-52
11188,-87
11189,-144
11190,-127
11191,-108
11192,-115
11193,-94
11194,-80
11195,-80
11196,-59
11197,-35
11198,-21
11199,2
11200,21
11201,33
11202,54
11203,87
11204,111
11205,113
11206,106
11207,108
11208,115
11209,106
11210,85
11211,44
11212,-23
11213,-101
11214,-163
11215,-205
11216,-250
11217,-278
11218,-281
11219,-278
11220,-281
11221,-269
11222,-250
11223,-248
11224,-245
11225,-226
11226,-215
11227,-210
11228,-198
11229,-189
11230,-184
11231,-170
11232,-167
11233,-179
11234,-170
11235,-156
11236,-163
11237,-179
11238,-189
11239,-196
11240,-186
11241,-174
11242,-167
11243,-158
11244,-158
11245,-163
11246,-148
11247,-139
11248,-174
11249,-210
11250,-196
11251,-189
11252,-238
11253,-260
11254,-234
11255,-217
11256,-210
11257,-196
11258,-189
11259,-186
11260,-179
11261,-158
11262,-139
11263,-130
11264,-134
11265,-144
11266,-137
11267,-118
11268,-104
11269,-113
11270,-132
11271,-134
11272,-125
11273,-118
11274,-111
11275,-94
11276,-78
11277,-75
11278,-78
11279,-56
11280,-37
11281,-37
11282,-42
11283,-56
11284,-70
11285,-56
11286,-33
11287,-30
11288,-26
11289,-23
11290,-47
11291,-18
11292,179
11293,557
11294,924
11295,817
11296,-9
11297,-709
11298,-468
11299,-70
11300,-122
11301,-144
11302,-63
11303,-89
11304,-89
11305,-40
11306,-35
11307,-37
11308,-23
11309,-18
11310,-9
11311,9
11312,14
11313,2
11314,-28
11315,-73
11316,-75
11317,-37
11318,-16
11319,-2
11320,9
11321,-4
11322,-28
11323,-14
11324,23
11325,40
11326,42
11327,30
11328,2
11329,-33
11330,-75
11331,-141
11332,-203
11333,-245
11334,-286
11335,-312
11336,-307
11337,-300
11338,-288
11339,-267
11340,-260
11341,-255
11342,-229
11343,-203
11344,-196
11345,-189
11346,-174
11347,-170
11348,-158
11349,-146
11350,-144
11351,-137
11352,-130
11353,-137
11354,-132
11355,-118
11356,-118
11357,-118
11358,-111
11359,-106
11360,-108
11361,-104
11362,-94
11363,-92
11364,-89
11365,-92
11366,-99
11367,-96
11368,-92
11369,-92
11370,-82
11371,-68
11372,-66
11373,-73
11374,-73
11375,-63
11376,-52
11377,-42
11378,-40
11379,-59
11380,-92
11381,-96
11382,-73
11383,-63
11384,-68
11385,-80
11386,-92
11387,-80
11388,-63
11389,-63
11390,-80
11391,-94
11392,-92
11393,-85
11394,-78
11395,-61
11396,-52
11397,-70
11398,-111
11399,-118
11400,-92
11401,-80
11402,-80
11403,-92
11404,-146
11405,-174
11406,-120
11407,2
11408,276
11409,695
11410,912
11411,427
11412,-496
11413,-747
11414,-295
11415,-151
11416,-274
11417,-208
11418,-137
11419,-165
11420,-144
11421,-108
11422,-120
11423,-125
11424,-104
11425,-78
11426,-63
11427,-54
11428,-42
11429,-37
11430,-35
11431,-21
11432,9
11433,30
11434,44
11435,59
11436,80
11437,104
11438,132
11439,148
11440,156
11441,156
11442,141
11443,118
11444,73
11445,-14
11446,-96
11447,-137
11448,-172
11449,-208
11450,-215
11451,-215
11452,-219
11453,-212
11454,-203
11455,-198
11456,-184
11457,-167
11458,-158
11459,-144
11460,-127
11461,-127
11462,-137
11463,-134
11464,-125
11465,-115
11466,-115
11467,-148
11468,-193
11469,-191
11470,-172
11471,-170
11472,-160
11473,-153
11474,-158
11475,-153
11476,-146
11477,-139
11478,-127
11479,-118
11480,-118
11481,-118
11482,-113
11483,-104
11484,-92
11485,-82
11486,-87
11487,-92
11488,-87
11489,-75
11490,-66
11491,-56
11492,-49
11493,-59
11494,-82
11495,-82
11496,-63
11497,-63
11498,-80
11499,-94
11500,-99
11501,-94
11502,-87
11503,-80
11504,-75
11505,-82
11506,-92
11507,-87
11508,-78
11509,-75
11510,-75
11511,-96
11512,-120
11513,-101
11514,-70
11515,-68
11516,-70
11517,-82
11518,-101
11519,-104
11520,-101
11521,-106
11522,-111
11523,-122
11524,-146
11525,-144
11526,-30
11527,276
11528,692
11529,848
11530,288
11531,-598
11532,-702
11533,-219
11534,-137
11535,-252
11536,-172
11537,-130
11538,-165
11539,-132
11540,-92
11541,-96
11542,-99
11543,-122
11544,-158
11545,-139
11546,-96
11547,-87
11548,-80
11549,-61
11550,-44
11551,-23
11552,7
11553,35
11554,54
11555,78
11556,101
11557,113
11558,113
11559,120
11560,127
11561,120
11562,96
11563,61
11564,16
11565,-37
11566,-94
11567,-134
11568,-158
11569,-182
11570,-189
11571,-184
11572,-184
11573,-177
11574,-165
11575,-163
11576,-177
11577,-200
11578,-208
11579,-182
11580,-160
11581,-158
11582,-153
11583,-139
11584,-134
11585,-125
11586,-111
11587,-111
11588,-118
11589,-127
11590,-146
11591,-151
11592,-132
11593,-125
11594,-134
11595,-134
11596,-127
11597,-120
11598,-111
11599,-101
11600,-101
11601,-106
11602,-104
11603,-94
11604,-82
11605,-73
11606,-73
11607,-80
11608,-80
11609,-70
11610,-59
11611,-54
11612,-49
11613,-56
11614,-68
11615,-66
11616,-70
11617,-80
11618,-80
11619,-115
11620,-177
11621,-186
11622,-172
11623,-177
11624,-167
11625,-160
11626,-172
11627,-167
11628,-146
11629,-137
11630,-137
11631,-134
11632,-130
11633,-115
11634,-94
11635,-78
11636,-66
11637,-68
11638,-99
11639,-132
11640,-134
11641,-148
11642,-196
11643,-215
11644,-205
11645,-205
11646,-203
11647,-151
11648,4
11649,333
11650,711
11651,758
11652,108
11653,-685
11654,-633
11655,-191
11656,-198
11657,-290
11658,-184
11659,-146
11660,-172
11661,-139
11662,-115
11663,-122
11664,-111
11665,-85
11666,-66
11667,-52
11668,-44
11669,-30
11670,-16
11671,0
11672,23
11673,44
11674,59
11675,80
11676,106
11677,130
11678,153
11679,179
11680,191
11681,203
11682,212
11683,198
