0,0.0,1609715711.770079
1,4096.5830078125,1609715711.830147
2,4113.68212890625,1609715711.83015
3,4058.316650390625,1609715711.830151
4,3942.869873046875,1609715711.830153
5,3887.16943359375,1609715711.830154
6,3886.54345703125,1609715711.830156
7,3850.445556640625,1609715711.830157
8,3742.41943359375,1609715711.830159
9,3656.05224609375,1609715711.83016
10,3654.420654296875,1609715711.830162
11,3658.376953125,1609715711.830163
12,3588.32666015625,1609715711.830165
13,3526.300537109375,1609715711.830166
14,3544.762939453125,1609715711.830168
15,3571.8310546875,1609715711.830169
16,3527.574462890625,1609715711.890438
17,3481.596923828125,1609715711.890441
18,3503.479248046875,1609715711.890443
19,3545.54541015625,1609715711.890446
20,3506.318115234375,1609715711.890447
21,3446.16943359375,1609715711.890449
22,3450.97509765625,1609715711.89045
23,3500.484130859375,1609715711.890451
24,3499.903076171875,1609715711.890458
25,3451.466796875,1609715711.890459
26,3455.69140625,1609715711.890461
27,3515.4375,1609715711.890462
28,3533.2294921875,1609715711.890463
29,3487.96728515625,1609715711.890465
30,3467.716552734375,1609715711.890466
31,3505.625244140625,1609715711.950761
32,3520.198486328125,1609715711.950766
33,3469.16943359375,1609715711.950767
34,3451.15380859375,1609715711.950769
35,3497.422119140625,1609715711.95077
36,3536.35888671875,1609715711.950772
37,3485.17333984375,1609715711.950773
38,3451.35498046875,1609715711.950775
39,3490.76123046875,1609715711.950776
40,3541.41015625,1609715711.950778
41,3500.841796875,1609715711.95078
42,3441.2744140625,1609715711.950781
43,3436.98291015625,1609715711.950783
44,3477.417236328125,1609715711.950784
45,3456.317138671875,1609715711.950786
46,3387.451416015625,1609715712.011735
47,3372.83349609375,1609715712.011773
48,3414.251220703125,1609715712.011778
49,3401.287109375,1609715712.011783
50,3341.563232421875,1609715712.011788
51,3332.689697265625,1609715712.011792
52,3385.059814453125,1609715712.011797
53,3379.360107421875,1609715712.011802
54,3307.365234375,1609715712.011807
55,3278.68798828125,1609715712.011811
56,3324.866455078125,1609715712.011816
57,3356.02490234375,1609715712.011821
58,3316.46240234375,1609715712.011826
59,3277.771484375,1609715712.011831
60,3307.186279296875,1609715712.011836
61,3337.85302734375,1609715712.071128
62,3301.888916015625,1609715712.071156
63,3257.45361328125,1609715712.071163
64,3272.5859375,1609715712.07117
65,3310.47216796875,1609715712.071177
66,3281.995849609375,1609715712.071184
67,3236.934814453125,1609715712.07119
68,3263.7568359375,1609715712.071197
69,3317.311767578125,1609715712.071204
70,3296.524658203125,1609715712.071236
71,3267.89208984375,1609715712.071243
72,3299.162109375,1609715712.07125
73,3358.394287109375,1609715712.071257
74,3350.1240234375,1609715712.071264
75,3300.1455078125,1609715712.071271
76,3288.321533203125,1609715712.130858
77,3339.84228515625,1609715712.13088
78,3344.84912109375,1609715712.130888
79,3291.04833984375,1609715712.130897
80,3260.158203125,1609715712.130905
81,3291.920166015625,1609715712.130913
82,3298.580810546875,1609715712.130921
83,3243.439208984375,1609715712.130929
84,3207.52001953125,1609715712.130937
85,3247.06005859375,1609715712.130945
86,3289.304931640625,1609715712.130952
87,3274.306884765625,1609715712.130961
88,3251.821044921875,1609715712.130969
89,3285.46044921875,1609715712.130977
90,3337.204833984375,1609715712.131025
91,3322.072509765625,1609715712.191025
92,3279.090087890625,1609715712.191043
93,3295.07177734375,1609715712.19105
94,3353.856689453125,1609715712.191076
95,3358.3271484375,1609715712.191082
96,3313.578857421875,1609715712.191088
97,3306.202880859375,1609715712.191094
98,3355.533203125,1609715712.1911
99,3374.19677734375,1609715712.191106
100,3353.9013671875,1609715712.191112
101,3339.9091796875,1609715712.191118
102,3382.39990234375,1609715712.191124
103,3406.539794921875,1609715712.19113
104,3361.12109375,1609715712.191136
105,3325.179443359375,1609715712.191143
106,3352.560302734375,1609715712.250822
107,3389.172607421875,1609715712.250842
108,3358.505859375,1609715712.25085
109,3330.02978515625,1609715712.250857
110,3352.24755859375,1609715712.250864
111,3396.5263671875,1609715712.250871
112,3374.465087890625,1609715712.250878
113,3336.288330078125,1609715712.250885
114,3341.786865234375,1609715712.250892
115,3386.378662109375,1609715712.250899
116,3364.384521484375,1609715712.250907
117,3301.375,1609715712.250954
118,3308.214599609375,1609715712.250962
119,3363.60205078125,1609715712.250969
120,3346.1455078125,1609715712.250976
121,3283.9404296875,1609715712.310673
122,3275.15625,1609715712.310697
123,3316.529296875,1609715712.310703
124,3321.089111328125,1609715712.31071
125,3271.26708984375,1609715712.310716
126,3253.050537109375,1609715712.310722
127,3296.27880859375,1609715712.310728
128,3318.02685546875,1609715712.310734
129,3286.533447265625,1609715712.31074
130,3264.87451171875,1609715712.310746
131,3309.622802734375,1609715712.310752
132,3351.062744140625,1609715712.310758
133,3319.5244140625,1609715712.310764
134,3291.204833984375,1609715712.31077
135,3327.705322265625,1609715712.310776
