,ECG,TIME
60,1140.4083251953125,1609287715.829162
61,992.1939086914062,1609287715.888695
62,1053.4376220703125,1609287715.888712
63,1215.1749267578125,1609287715.888719
64,1178.450927734375,1609287715.888726
65,1018.4124755859375,1609287715.888733
66,1022.99462890625,1609287715.88874
67,1207.2176513671875,1609287715.888747
68,1244.6121826171875,1609287715.888754
69,1068.927490234375,1609287715.888761
70,1012.7575073242188,1609287715.888794
71,1189.51513671875,1609287715.888801
72,1245.8638916015625,1609287715.888809
73,1122.3033447265625,1609287715.88882
74,1039.8477783203125,1609287715.888826
75,1185.8270263671875,1609287715.888833
76,1273.0435791015625,1609287715.949113
77,1130.0147705078125,1609287715.94913
78,1029.1636962890625,1609287715.949136
79,1137.63671875,1609287715.949142
80,1278.117431640625,1609287715.949148
81,1211.755126953125,1609287715.949155
82,1070.15673828125,1609287715.949161
83,1137.592041015625,1609287715.949167
84,1279.3468017578125,1609287715.949173
85,1240.7005615234375,1609287715.949179
86,1078.717529296875,1609287715.949185
87,1101.0692138671875,1609287715.949191
88,1274.47412109375,1609287715.949198
89,1282.498291015625,1609287715.949204
90,1118.7271728515625,1609287715.94921
91,1103.103271484375,1609287716.009558
92,1285.1805419921875,1609287716.009575
93,1299.3739013671875,1609287716.009581
94,1126.2149658203125,1609287716.009609
95,1062.4454345703125,1609287716.009615
96,1210.70458984375,1609287716.009621
97,1278.27392578125,1609287716.009627
98,1170.6502685546875,1609287716.009633
99,1096.2412109375,1609287716.009639
100,1217.231201171875,1609287716.009645
101,1323.8714599609375,1609287716.009651
102,1224.2049560546875,1609287716.009657
103,1089.15576171875,1609287716.009663
104,1194.8348388671875,1609287716.009669
105,1369.02197265625,1609287716.009675
106,1302.7266845703125,1609287716.068418
107,1125.276123046875,1609287716.068436
108,1160.9495849609375,1609287716.068444
109,1310.05810546875,1609287716.068451
110,1248.1436767578125,1609287716.068459
111,1117.3189697265625,1609287716.068466
112,1128.2265625,1609287716.068473
113,1289.0697021484375,1609287716.068481
114,1289.4273681640625,1609287716.068488
115,1139.0001220703125,1609287716.068495
116,1096.5318603515625,1609287716.068503
117,1259.833740234375,1609287716.068527
118,1307.2640380859375,1609287716.068534
119,1180.216796875,1609287716.06854
120,1119.6658935546875,1609287716.068546
121,1250.8035888671875,1609287716.128111
122,1350.42529296875,1609287716.12812
123,1240.119384765625,1609287716.128124
124,1136.988525390625,1609287716.128128
125,1249.931884765625,1609287716.128131
126,1351.2969970703125,1609287716.128135
127,1255.0057373046875,1609287716.128139
128,1123.53271484375,1609287716.128142
129,1188.6209716796875,1609287716.128146
130,1354.7391357421875,1609287716.12815
131,1294.613037109375,1609287716.128154
132,1140.8330078125,1609287716.128158
133,1161.4189453125,1609287716.128162
134,1306.43701171875,1609287716.128166
135,1227.580078125,1609287716.12817
136,941.880126953125,1609287716.188789
137,781.8416137695312,1609287716.188806
138,701.75537109375,1609287716.188812
139,456.6684875488281,1609287716.188818
140,64.10479736328125,1609287716.188845
141,-178.47866821289062,1609287716.188851
142,-105.20965576171875,1609287716.188857
143,183.17254638671875,1609287716.188863
144,721.3801879882812,1609287716.188869
145,1461.6029052734375,1609287716.188875
146,1852.825439453125,1609287716.188881
147,1842.275390625,1609287716.188887
148,1575.552001953125,1609287716.188893
149,1349.2406005859375,1609287716.188899
150,1384.60107421875,1609287716.188906
151,1489.4754638671875,1609287716.248712
152,1350.134765625,1609287716.248726
153,1188.4197998046875,1609287716.248732
154,1228.027099609375,1609287716.248738
155,1381.1812744140625,1609287716.248744
156,1352.3922119140625,1609287716.24875
157,1178.249755859375,1609287716.248756
158,1192.3760986328125,1609287716.248762
159,1367.3902587890625,1609287716.248768
160,1360.7518310546875,1609287716.248774
161,1176.171142578125,1609287716.24878
162,1173.466552734375,1609287716.248786
163,1336.9248046875,1609287716.248807
164,1348.167724609375,1609287716.248813
165,1182.4967041015625,1609287716.248819
166,1135.33447265625,1609287716.309029
167,1285.27001953125,1609287716.309038
168,1348.6595458984375,1609287716.309043
169,1208.357666015625,1609287716.309047
170,1132.093505859375,1609287716.309051
171,1254.916259765625,1609287716.309055
172,1365.4903564453125,1609287716.309059
173,1242.421630859375,1609287716.309063
174,1113.83203125,1609287716.309067
175,1187.50341796875,1609287716.309071
176,1303.5760498046875,1609287716.309075
177,1211.039794921875,1609287716.30908
178,1087.3228759765625,1609287716.309084
179,1144.2528076171875,1609287716.309088
180,1280.218505859375,1609287716.309092
181,1230.08349609375,1609287716.368223
182,1066.312255859375,1609287716.36824
183,1088.9322509765625,1609287716.368246
184,1239.3818359375,1609287716.368252
185,1258.8948974609375,1609287716.368258
186,1091.703857421875,1609287716.368264
187,1063.5853271484375,1609287716.368292
188,1226.5743408203125,1609287716.368298
189,1250.4459228515625,1609287716.368304
190,1079.902099609375,1609287716.36831
191,1011.39404296875,1609287716.368316
192,1149.12548828125,1609287716.368322
193,1260.7054443359375,1609287716.368328
194,1146.465576171875,1609287716.368334
195,1043.8487548828125,1609287716.36834
196,1161.2401123046875,1609287716.428494
197,1292.0201416015625,1609287716.428511
198,1188.91162109375,1609287716.428517
199,1067.608642578125,1609287716.428523
200,1162.961181640625,1609287716.428529
201,1291.2379150390625,1609287716.428536
202,1190.968017578125,1609287716.428542
203,1030.19189453125,1609287716.428548
204,1084.35009765625,1609287716.428554
205,1250.1107177734375,1609287716.42856
206,1214.549072265625,1609287716.428566
207,1078.114013671875,1609287716.428572
208,1116.849609375,1609287716.428578
209,1300.9609375,1609287716.428585
210,1323.983154296875,1609287716.428613
211,1169.4879150390625,1609287716.488674
212,1126.997314453125,1609287716.488705
213,1300.0220947265625,1609287716.488712
214,1379.2813720703125,1609287716.488719
215,1269.6014404296875,1609287716.488726
216,1223.042724609375,1609287716.488733
217,1355.5885009765625,1609287716.488739
218,1465.4697265625,1609287716.488746
219,1344.5467529296875,1609287716.488753
220,1224.49560546875,1609287716.48876
221,1352.3251953125,1609287716.488767
222,1491.95654296875,1609287716.488774
223,1381.8294677734375,1609287716.488781
224,1236.7890625,1609287716.488788
225,1298.1668701171875,1609287716.488795
226,1455.8585205078125,1609287716.549038
227,1416.944091796875,1609287716.549062
228,1275.2340087890625,1609287716.549069
229,1316.4730224609375,1609287716.549076
230,1468.5318603515625,1609287716.549083
231,1469.224853515625,1609287716.54909
232,1293.24951171875,1609287716.549097
233,1265.8463134765625,1609287716.549131
234,1446.8953857421875,1609287716.549138
235,1468.4871826171875,1609287716.549145
236,1340.590576171875,1609287716.549151
237,1272.46240234375,1609287716.549159
238,1437.2618408203125,1609287716.549166
239,1520.700927734375,1609287716.549173
240,1382.052978515625,1609287716.54918
241,1277.2904052734375,1609287716.607831
242,1398.950927734375,1609287716.607851
243,1525.6629638671875,1609287716.607859
244,1417.6593017578125,1609287716.607867
245,1295.7305908203125,1609287716.607874
246,1413.1666259765625,1609287716.607882
247,1558.564697265625,1609287716.60789
248,1504.33935546875,1609287716.607897
249,1348.4583740234375,1609287716.607905
250,1373.156982421875,1609287716.607912
251,1542.0020751953125,1609287716.60792
252,1509.94970703125,1609287716.607928
253,1372.061767578125,1609287716.607936
254,1393.8770751953125,1609287716.607944
255,1542.6949462890625,1609287716.607952
256,1565.963134765625,1609287716.667781
257,1415.156005859375,1609287716.667791
258,1401.1861572265625,1609287716.667795
259,1564.7337646484375,1609287716.667798
260,1597.8814697265625,1609287716.667802
261,1437.5970458984375,1609287716.667805
262,1375.5262451171875,1609287716.667809
263,1544.3489990234375,1609287716.667812
264,1615.449951171875,1609287716.667816
265,1462.9439697265625,1609287716.667819
266,1383.260009765625,1609287716.667822
267,1508.8321533203125,1609287716.667826
268,1643.76953125,1609287716.667829
269,1533.2625732421875,1609287716.667833
270,1379.61669921875,1609287716.667836
271,1477.718505859375,1609287716.728312
272,1625.5753173828125,1609287716.728329
273,1571.975830078125,1609287716.728335
274,1434.4678955078125,1609287716.728341
275,1472.3316650390625,1609287716.728347
276,1635.5888671875,1609287716.728353
277,1598.7978515625,1609287716.728359
278,1437.820556640625,1609287716.728365
279,1462.56396484375,1609287716.728371
280,1628.3021240234375,1609287716.728398
281,1639.58984375,1609287716.728404
282,1471.705810546875,1609287716.728411
283,1423.739013671875,1609287716.728417
284,1588.51611328125,1609287716.728423
285,1636.3935546875,1609287716.728429
286,1484.803955078125,1609287716.788553
287,1431.1151123046875,1609287716.788572
288,1576.8037109375,1609287716.78858
289,1667.2388916015625,1609287716.788587
290,1519.6280517578125,1609287716.788594
291,1417.39111328125,1609287716.788601
292,1529.574462890625,1609287716.788608
293,1671.709228515625,1609287716.788615
294,1594.1710205078125,1609287716.788622
295,1448.8624267578125,1609287716.788629
296,1515.1800537109375,1609287716.788636
297,1676.2913818359375,1609287716.788643
298,1614.08642578125,1609287716.78865
299,1472.0634765625,1609287716.788657
300,1509.2568359375,1609287716.788664
301,1655.012451171875,1609287716.848741
302,1637.6676025390625,1609287716.848766
303,1479.4395751953125,1609287716.848792
304,1461.37939453125,1609287716.848802
305,1639.6121826171875,1609287716.848811
306,1663.1708984375,1609287716.84882
307,1473.7398681640625,1609287716.848829
308,1428.1199951171875,1609287716.848838
309,1569.2265625,1609287716.848847
310,1647.5469970703125,1609287716.848856
311,1502.4619140625,1609287716.848865
312,1406.1705322265625,1609287716.848875
313,1522.600830078125,1609287716.848884
314,1660.421630859375,1609287716.848894
315,1549.981689453125,1609287716.848905
316,1442.3133544921875,1609287716.907846
317,1543.968994140625,1609287716.907868
318,1667.507080078125,1609287716.907879
319,1597.4344482421875,1609287716.907886
320,1449.622314453125,1609287716.907892
321,1500.7855224609375,1609287716.907899
322,1668.1329345703125,1609287716.907905
323,1635.030029296875,1609287716.907912
324,1459.8370361328125,1609287716.907918
325,1506.4852294921875,1609287716.907924
326,1655.727783203125,1609287716.907963
327,1643.9483642578125,1609287716.907969
328,1477.2491455078125,1609287716.907975
329,1441.441650390625,1609287716.907981
330,1561.7386474609375,1609287716.907987
331,1562.2080078125,1609287716.967647
332,1240.5665283203125,1609287716.967664
333,993.0209350585938,1609287716.96767
334,939.130859375,1609287716.967676
335,760.2274780273438,1609287716.967682
336,370.7483825683594,1609287716.967688
337,95.21842956542969,1609287716.967694
338,189.27456665039062,1609287716.9677
339,603.6759033203125,1609287716.967706
340,1260.1689453125,1609287716.967712
341,1878.865234375,1609287716.967718
342,2137.363037109375,1609287716.967724
343,2173.41650390625,1609287716.96773
344,1948.13330078125,1609287716.967737
345,1695.692626953125,1609287716.967743
346,1681.1417236328125,1609287717.027689
347,1772.91796875,1609287717.027707
348,1704.6334228515625,1609287717.027714
349,1523.8524169921875,1609287717.027721
350,1480.199462890625,1609287717.027745
351,1652.933837890625,1609287717.027752
352,1653.1573486328125,1609287717.027759
353,1505.904052734375,1609287717.027766
354,1471.77294921875,1609287717.027772
355,1631.140869140625,1609287717.027779
356,1678.5712890625,1609287717.027786
357,1495.1304931640625,1609287717.027793
358,1399.6214599609375,1609287717.0278
359,1560.017578125,1609287717.027807
360,1649.2904052734375,1609287717.027814
361,1507.53564453125,1609287717.088417
362,1381.20361328125,1609287717.088436
363,1502.104248046875,1609287717.088443
364,1631.07373046875,1609287717.08845
365,1510.7320556640625,1609287717.088457
366,1375.9957275390625,1609287717.088464
367,1439.1170654296875,1609287717.088472
368,1602.843505859375,1609287717.08848
369,1507.7144775390625,1609287717.088489
370,1351.2969970703125,1609287717.088498
371,1375.258056640625,1609287717.088506
372,1541.5103759765625,1609287717.088515
373,1518.6221923828125,1609287717.088563
374,1357.175537109375,1609287717.088572
375,1353.1968994140625,1609287717.08858
376,1532.837890625,1609287717.148521
377,1530.289794921875,1609287717.148538
378,1358.7847900390625,1609287717.148544
379,1284.1746826171875,1609287717.14855
380,1465.022705078125,1609287717.148556
381,1543.968994140625,1609287717.148562
382,1369.960693359375,1609287717.148569
383,1262.515869140625,1609287717.148575
384,1377.7838134765625,1609287717.148581
385,1486.0333251953125,1609287717.148587
386,1378.6778564453125,1609287717.148593
387,1262.627685546875,1609287717.148599
388,1348.123046875,1609287717.148605
389,1493.811767578125,1609287717.148611
390,1421.3697509765625,1609287717.148617
391,1279.4361572265625,1609287717.207006
392,1349.575927734375,1609287717.207024
393,1525.35009765625,1609287717.207031
394,1487.709716796875,1609287717.207038
395,1307.286376953125,1609287717.207045
396,1323.0667724609375,1609287717.207073
397,1494.6611328125,1609287717.20708
398,1492.7835693359375,1609287717.207086
399,1330.5545654296875,1609287717.207093
400,1305.788818359375,1609287717.2071
401,1468.420166015625,1609287717.207107
402,1517.2139892578125,1609287717.207114
403,1358.0025634765625,1609287717.207121
404,1297.541015625,1609287717.207128
405,1459.6358642578125,1609287717.207135
406,1570.7464599609375,1609287717.267173
407,1438.334716796875,1609287717.267197
408,1366.160888671875,1609287717.267206
409,1498.4161376953125,1609287717.267215
410,1647.8599853515625,1609287717.267223
411,1530.6697998046875,1609287717.267232
412,1405.0306396484375,1609287717.267241
413,1497.14208984375,1609287717.267249
414,1649.46923828125,1609287717.267258
415,1581.765869140625,1609287717.267266
416,1427.896484375,1609287717.267274
417,1495.75634765625,1609287717.267283
418,1654.118408203125,1609287717.267291
419,1626.89404296875,1609287717.267321
420,1461.0440673828125,1609287717.267329
421,1452.57275390625,1609287717.327549
422,1612.1865234375,1609287717.327569
423,1648.7763671875,1609287717.327576
424,1490.6378173828125,1609287717.327583
425,1453.6456298828125,1609287717.32759
426,1609.347900390625,1609287717.327597
427,1666.814208984375,1609287717.327604
428,1524.187744140625,1609287717.327611
429,1454.919677734375,1609287717.327618
430,1608.4091796875,1609287717.327624
431,1678.615966796875,1609287717.327631
432,1553.2003173828125,1609287717.327638
433,1450.8070068359375,1609287717.327645
434,1566.52197265625,1609287717.327652
435,1693.8822021484375,1609287717.327659
436,1612.8795166015625,1609287717.386975
437,1495.197509765625,1609287717.386997
438,1568.4888916015625,1609287717.387006
439,1710.8248291015625,1609287717.387014
440,1655.0572509765625,1609287717.387021
441,1513.95068359375,1609287717.387029
442,1553.91552734375,1609287717.387036
443,1709.751953125,1609287717.387057
444,1701.34765625,1609287717.387066
445,1539.789306640625,1609287717.387073
446,1544.281982421875,1609287717.38708
447,1720.8607177734375,1609287717.387088
448,1756.265869140625,1609287717.387096
449,1617.349853515625,1609287717.387103
450,1565.471435546875,1609287717.387111
451,1698.3525390625,1609287717.447122
452,1766.7042236328125,1609287717.447136
453,1626.4022216796875,1609287717.447142
454,1550.1605224609375,1609287717.447148
455,1693.345703125,1609287717.447154
456,1800.3658447265625,1609287717.44716
457,1697.9501953125,1609287717.447166
458,1559.570556640625,1609287717.447172
459,1659.7064208984375,1609287717.447178
460,1793.7274169921875,1609287717.447184
461,1717.3739013671875,1609287717.44719
462,1596.048583984375,1609287717.447196
463,1665.1378173828125,1609287717.447202
464,1810.4688720703125,1609287717.447219
465,1761.6527099609375,1609287717.447225
466,1608.140869140625,1609287717.507523
467,1615.7628173828125,1609287717.50754
468,1788.8994140625,1609287717.507546
469,1786.7313232421875,1609287717.507552
470,1616.6121826171875,1609287717.507558
471,1596.4732666015625,1609287717.507565
472,1757.875244140625,1609287717.50757
473,1802.51171875,1609287717.507577
474,1627.67626953125,1609287717.507582
475,1569.5394287109375,1609287717.507588
476,1708.6343994140625,1609287717.507594
477,1792.00634765625,1609287717.5076
478,1670.5916748046875,1609287717.507606
479,1601.5694580078125,1609287717.507613
480,1693.2340087890625,1609287717.507619
481,1808.1219482421875,1609287717.567833
482,1719.1396484375,1609287717.56785
483,1590.6842041015625,1609287717.567857
484,1667.417724609375,1609287717.567864
485,1822.5164794921875,1609287717.567871
486,1763.5302734375,1609287717.567877
487,1613.1253662109375,1609287717.567884
488,1641.422607421875,1609287717.567891
489,1818.1578369140625,1609287717.567917
490,1784.362060546875,1609287717.567924
491,1625.239990234375,1609287717.56793
492,1619.2274169921875,1609287717.567938
493,1787.7818603515625,1609287717.567945
494,1791.4923095703125,1609287717.567952
495,1619.29443359375,1609287717.567959
496,1576.9378662109375,1609287717.567966
497,1728.9296875,1609287717.62779
498,1781.568115234375,1609287717.627793
499,1629.643310546875,1609287717.627795
500,1573.8980712890625,1609287717.627797
501,1714.4234619140625,1609287717.627799
502,1813.0169677734375,1609287717.627801
503,1686.2379150390625,1609287717.627803
504,1590.4830322265625,1609287717.627805
505,1719.787841796875,1609287717.627807
506,1859.3521728515625,1609287717.627809
507,1763.21728515625,1609287717.627811
508,1617.30517578125,1609287717.627813
509,1679.3311767578125,1609287717.627815
510,1812.346435546875,1609287717.627817
511,1755.2376708984375,1609287717.627828
512,1627.7880859375,1609287717.688242
513,1644.08251953125,1609287717.688261
514,1799.6282958984375,1609287717.688268
515,1779.8245849609375,1609287717.688275
516,1623.69775390625,1609287717.688282
517,1621.7755126953125,1609287717.688289
518,1791.7828369140625,1609287717.688296
519,1798.19775390625,1609287717.688303
520,1564.4208984375,1609287717.688309
521,1368.463134765625,1609287717.688316
522,1345.0609130859375,1609287717.688323
523,1196.31005859375,1609287717.68833
524,763.2896728515625,1609287717.688337
525,418.9610900878906,1609287717.688344
526,370.50250244140625,1609287717.688351
527,398.4198303222656,1609287717.748358
528,481.4342041015625,1609287717.748378
529,1081.5338134765625,1609287717.748385
530,2000.212890625,1609287717.748392
531,2386.249755859375,1609287717.748399
532,2192.79541015625,1609287717.748406
533,1922.987548828125,1609287717.748413
534,1882.3743896484375,1609287717.74842
535,1982.1973876953125,1609287717.748427
536,1869.0303955078125,1609287717.748459
537,1653.4031982421875,1609287717.748465
538,1684.1591796875,1609287717.748473
539,1857.0052490234375,1609287717.74848
540,1846.522216796875,1609287717.748487
541,1644.5518798828125,1609287717.748494
542,1616.343994140625,1609287717.808401
543,1778.70703125,1609287717.808421
544,1815.98974609375,1609287717.808428
545,1666.6353759765625,1609287717.808435
546,1579.10595703125,1609287717.808442
547,1735.679931640625,1609287717.808449
548,1792.900390625,1609287717.808456
549,1613.6617431640625,1609287717.808463
550,1524.277099609375,1609287717.80847
551,1650.519775390625,1609287717.808477
552,1783.4903564453125,1609287717.808484
553,1670.45751953125,1609287717.808491
554,1533.173095703125,1609287717.808498
555,1589.6783447265625,1609287717.808505
556,1730.5390625,1609287717.808512
557,1642.026123046875,1609287717.867397
558,1491.35302734375,1609287717.867414
559,1564.2420654296875,1609287717.867438
560,1707.3826904296875,1609287717.867446
561,1664.8026123046875,1609287717.867453
562,1488.0673828125,1609287717.867461
563,1477.405517578125,1609287717.867469
564,1635.141845703125,1609287717.867476
565,1621.4178466796875,1609287717.867484
566,1442.0450439453125,1609287717.867491
567,1443.4532470703125,1609287717.867499
568,1609.5267333984375,1609287717.867507
569,1626.3575439453125,1609287717.867515
570,1473.2705078125,1609287717.867523
571,1402.3037109375,1609287717.867531
572,1533.3072509765625,1609287717.927671
573,1627.2515869140625,1609287717.927678
574,1470.409423828125,1609287717.92768
575,1360.774169921875,1609287717.927682
576,1477.4501953125,1609287717.927684
577,1620.4566650390625,1609287717.927686
578,1508.385009765625,1609287717.927688
579,1350.3134765625,1609287717.92769
580,1432.2550048828125,1609287717.927692
581,1599.6248779296875,1609287717.927694
582,1558.31884765625,1609287717.927704
583,1403.1754150390625,1609287717.927707
584,1420.5203857421875,1609287717.927709
585,1593.254638671875,1609287717.927711
586,1579.8883056640625,1609287717.927713
587,1416.5640869140625,1609287717.987958
588,1424.141357421875,1609287717.987975
589,1618.48974609375,1609287717.987981
590,1640.4168701171875,1609287717.987987
591,1492.8505859375,1609287717.987993
592,1448.2589111328125,1609287717.987999
593,1626.1116943359375,1609287717.988005
594,1675.509033203125,1609287717.988011
595,1531.5191650390625,1609287717.988017
596,1455.97021484375,1609287717.988023
597,1622.244873046875,1609287717.988029
598,1744.1065673828125,1609287717.988035
599,1608.655029296875,1609287717.988041
600,1506.0380859375,1609287717.988047
601,1649.5810546875,1609287717.988054
602,1827.2103271484375,1609287718.048227
603,1726.62744140625,1609287718.048247
604,1565.6949462890625,1609287718.048254
605,1636.125244140625,1609287718.048261
606,1813.5086669921875,1609287718.048293
607,1738.02685546875,1609287718.0483
608,1577.6307373046875,1609287718.048306
609,1611.5831298828125,1609287718.048313
610,1787.558349609375,1609287718.04832
611,1764.82666015625,1609287718.048327
612,1604.609375,1609287718.048334
613,1584.71630859375,1609287718.048341
614,1719.787841796875,1609287718.048348
615,1771.3980712890625,1609287718.048355
616,1627.6539306640625,1609287718.048363
617,1565.270263671875,1609287718.107872
618,1736.082275390625,1609287718.107892
619,1802.1763916015625,1609287718.1079
620,1655.7947998046875,1609287718.107909
621,1566.4996337890625,1609287718.107918
622,1717.8209228515625,1609287718.107926
623,1822.248291015625,1609287718.107936
624,1705.8179931640625,1609287718.107945
625,1576.7813720703125,1609287718.107954
626,1697.905517578125,1609287718.107963
627,1830.6077880859375,1609287718.107972
628,1756.377685546875,1609287718.107981
629,1604.4752197265625,1609287718.108012
630,1666.85888671875,1609287718.108021
631,1844.7564697265625,1609287718.10803
632,1812.346435546875,1609287718.166793
633,1655.236083984375,1609287718.166809
634,1679.6888427734375,1609287718.166815
635,1845.0916748046875,1609287718.166821
636,1869.119873046875,1609287718.166827
637,1695.692626953125,1609287718.166833
638,1646.921142578125,1609287718.166839
639,1810.1112060546875,1609287718.166845
640,1875.0430908203125,1609287718.166851
641,1744.4642333984375,1609287718.166857
642,1649.3128662109375,1609287718.166863
643,1801.1258544921875,1609287718.16687
644,1912.705810546875,1609287718.166876
645,1769.4310302734375,1609287718.166882
646,1676.8277587890625,1609287718.166888
647,1805.752685546875,1609287718.227355
648,1923.14404296875,1609287718.227374
649,1824.237548828125,1609287718.227382
650,1667.507080078125,1609287718.227389
651,1756.869384765625,1609287718.227396
652,1912.0576171875,1609287718.227427
653,1834.8099365234375,1609287718.227434
654,1689.85888671875,1609287718.227441
655,1751.7508544921875,1609287718.227448
656,1904.1226806640625,1609287718.227455
657,1868.56103515625,1609287718.227462
658,1722.4254150390625,1609287718.227469
659,1726.3145751953125,1609287718.227476
660,1894.0867919921875,1609287718.227483
661,1894.5784912109375,1609287718.22749
662,1725.1298828125,1609287718.287321
663,1683.06396484375,1609287718.287339
664,1849.96435546875,1609287718.287346
665,1932.73291015625,1609287718.287353
666,1775.22021484375,1609287718.28736
667,1701.8841552734375,1609287718.287367
668,1863.5989990234375,1609287718.287374
669,1961.9466552734375,1609287718.287381
670,1819.78955078125,1609287718.287388
671,1689.3671875,1609287718.287396
672,1792.743896484375,1609287718.287404
673,1949.4296875,1609287718.287411
674,1860.58154296875,1609287718.287418
675,1712.2105712890625,1609287718.287462
676,1799.494140625,1609287718.287469
677,1966.1488037109375,1609287718.347821
678,1904.2568359375,1609287718.34784
679,1733.8023681640625,1609287718.347847
680,1755.371826171875,1609287718.347854
681,1928.4637451171875,1609287718.347862
682,1909.9342041015625,1609287718.347869
683,1709.2601318359375,1609287718.347876
684,1699.8724365234375,1609287718.347883
685,1860.6485595703125,1609287718.34789
686,1865.320068359375,1609287718.347897
687,1731.1649169921875,1609287718.347903
688,1684.7626953125,1609287718.347911
689,1839.3472900390625,1609287718.347918
690,1925.5579833984375,1609287718.347925
691,1781.366943359375,1609287718.347932
692,1696.296142578125,1609287718.406967
693,1844.041259765625,1609287718.406987
694,1961.11962890625,1609287718.406996
695,1828.4620361328125,1609287718.407003
696,1709.64013671875,1609287718.407011
697,1819.342529296875,1609287718.407017
698,1952.2236328125,1609287718.407025
699,1844.689453125,1609287718.407089
700,1704.0745849609375,1609287718.407096
701,1751.9520263671875,1609287718.407103
702,1930.7659912109375,1609287718.407111
703,1899.451171875,1609287718.407119
704,1728.326171875,1609287718.407126
705,1746.7216796875,1609287718.407134
706,1901.8875732421875,1609287718.407143
707,1838.430908203125,1609287718.466716
708,1548.573486328125,1609287718.466734
709,1355.23095703125,1609287718.46674
710,1323.8267822265625,1609287718.466746
711,1069.97802734375,1609287718.466753
712,652.2015380859375,1609287718.466759
713,425.59954833984375,1609287718.466765
714,447.21368408203125,1609287718.466771
715,659.8905029296875,1609287718.466777
716,1105.2713623046875,1609287718.466783
717,1856.7369384765625,1609287718.466789
718,2340.495849609375,1609287718.466795
719,2417.922119140625,1609287718.466801
720,2152.785888671875,1609287718.466807
721,1902.93798828125,1609287718.466813
722,1942.880615234375,1609287718.526798
723,2037.1156005859375,1609287718.526816
724,1912.0799560546875,1609287718.526823
725,1728.7508544921875,1609287718.52683
726,1744.084228515625,1609287718.526837
727,1905.396728515625,1609287718.526844
728,1861.520263671875,1609287718.526851
729,1701.504150390625,1609287718.526858
730,1715.138671875,1609287718.526864
731,1875.7806396484375,1609287718.526871
732,1874.104248046875,1609287718.526878
733,1704.6334228515625,1609287718.526885
734,1668.6917724609375,1609287718.526892
735,1810.60302734375,1609287718.526899
736,1876.205322265625,1609287718.526906
737,1728.23681640625,1609287718.586975
738,1639.07568359375,1609287718.586997
739,1761.1385498046875,1609287718.587006
740,1864.224853515625,1609287718.587014
741,1691.110595703125,1609287718.587023
742,1594.10400390625,1609287718.587031
743,1728.5050048828125,1609287718.587039
744,1851.9984130859375,1609287718.587047
745,1750.83447265625,1609287718.587074
746,1605.548095703125,1609287718.587082
747,1657.2476806640625,1609287718.58709
748,1813.4639892578125,1609287718.587099
749,1718.804443359375,1609287718.587107
750,1535.0506591796875,1609287718.587116
751,1585.968017578125,1609287718.587124
752,1762.479736328125,1609287718.647144
753,1731.544921875,1609287718.647151
754,1548.1934814453125,1609287718.647153
755,1531.0496826171875,1609287718.647155
756,1679.353515625,1609287718.647158
757,1709.2154541015625,1609287718.64716
758,1563.0126953125,1609287718.647163
759,1495.9798583984375,1609287718.647165
760,1650.564453125,1609287718.647168
761,1723.7664794921875,1609287718.647171
