,0
2523,-138
2524,-121
2525,-119
2526,-107
2527,-92
2528,-80
2529,-70
2530,-58
2531,-46
2532,-38
2533,-29
2534,-19
2535,-9
2536,0
2537,-2
2538,-17
2539,-19
2540,-17
2541,-21
2542,-29
2543,-24
2544,-14
2545,-26
2546,-55
2547,-80
2548,-90
2549,-90
2550,-97
2551,-116
2552,-114
2553,-102
2554,-97
2555,-82
2556,-63
2557,-63
2558,-60
2559,-48
2560,-48
2561,-58
2562,-55
2563,-41
2564,-31
2565,-43
2566,-68
2567,-97
2568,-109
2569,-92
2570,-77
2571,-90
2572,-85
2573,-82
2574,-85
2575,-85
2576,-92
2577,-99
2578,-90
2579,-82
2580,-75
2581,-48
2582,-41
2583,-58
2584,-63
2585,-58
2586,-68
2587,-82
2588,-92
2589,-85
2590,-72
2591,-77
2592,-70
2593,9
2594,233
2595,686
2596,1192
2597,1073
2598,68
2599,-637
2600,-316
2601,-19
2602,-175
2603,-177
2604,-72
2605,-104
2606,-111
2607,-63
2608,-68
2609,-75
2610,-68
2611,-82
2612,-80
2613,-48
2614,-41
2615,-46
2616,-29
2617,-12
2618,-21
2619,-21
2620,0
2621,0
2622,-21
2623,-29
2624,-31
2625,-41
2626,-41
2627,-48
2628,-65
2629,-75
2630,-97
2631,-121
2632,-131
2633,-143
2634,-158
2635,-163
2636,-180
2637,-201
2638,-194
2639,-170
2640,-163
2641,-155
2642,-153
2643,-163
2644,-153
2645,-138
2646,-138
2647,-136
2648,-131
2649,-126
2650,-121
2651,-126
2652,-141
2653,-155
2654,-155
2655,-153
2656,-148
2657,-143
2658,-143
2659,-148
2660,-145
2661,-128
2662,-111
2663,-99
2664,-80
2665,-70
2666,-72
2667,-80
2668,-90
2669,-92
2670,-85
2671,-72
2672,-63
2673,-60
2674,-65
2675,-65
2676,-24
2677,148
2678,554
2679,1102
2680,1214
2681,369
2682,-535
2683,-411
2684,-19
2685,-121
2686,-199
2687,-90
2688,-94
2689,-121
2690,-75
2691,-51
2692,-58
2693,-51
2694,-46
2695,-38
2696,-24
2697,-14
2698,-4
2699,4
2700,9
2701,14
2702,24
2703,31
2704,31
2705,19
2706,2
2707,-7
2708,-7
2709,-14
2710,-19
2711,-17
2712,-46
2713,-90
2714,-102
2715,-104
2716,-126
2717,-143
2718,-163
2719,-182
2720,-170
2721,-148
2722,-141
2723,-136
2724,-131
2725,-126
2726,-114
2727,-97
2728,-92
2729,-94
2730,-92
2731,-87
2732,-97
2733,-109
2734,-114
2735,-121
2736,-131
2737,-131
2738,-136
2739,-148
2740,-148
2741,-143
2742,-153
2743,-158
2744,-145
2745,-124
2746,-109
2747,-94
2748,-90
2749,-94
2750,-107
2751,-116
2752,-107
2753,-94
2754,-97
2755,-94
2756,-82
2757,-80
2758,-80
2759,-46
2760,99
2761,491
2762,1075
2763,1292
2764,530
2765,-467
2766,-472
2767,-51
2768,-116
2769,-238
2770,-136
2771,-119
2772,-160
2773,-119
2774,-90
2775,-102
2776,-90
2777,-72
2778,-70
2779,-63
2780,-46
2781,-43
2782,-63
2783,-90
2784,-94
2785,-87
2786,-85
2787,-77
2788,-75
2789,-85
2790,-94
2791,-97
2792,-92
2793,-82
2794,-82
2795,-92
2796,-97
2797,-104
2798,-111
2799,-116
2800,-116
2801,-121
2802,-141
2803,-143
2804,-121
2805,-109
2806,-107
2807,-97
2808,-94
2809,-87
2810,-72
2811,-68
2812,-63
2813,-60
2814,-65
2815,-75
2816,-85
2817,-82
2818,-77
2819,-80
2820,-92
2821,-97
2822,-90
2823,-80
2824,-80
2825,-82
2826,-90
2827,-104
2828,-107
2829,-94
2830,-72
2831,-60
2832,-60
2833,-65
2834,-85
2835,-109
2836,-119
2837,-114
2838,-114
2839,-116
2840,-111
2841,-102
2842,-97
2843,-94
2844,-77
2845,24
2846,338
2847,890
2848,1275
2849,761
2850,-326
2851,-620
2852,-206
2853,-180
2854,-338
2855,-240
2856,-187
2857,-233
2858,-209
2859,-170
2860,-170
2861,-160
2862,-138
2863,-128
2864,-119
2865,-111
2866,-107
2867,-104
2868,-92
2869,-77
2870,-68
2871,-65
2872,-60
2873,-58
2874,-63
2875,-68
2876,-65
2877,-70
2878,-77
2879,-72
2880,-68
2881,-72
2882,-80
2883,-92
2884,-104
2885,-114
2886,-121
2887,-124
2888,-114
2889,-102
2890,-99
2891,-97
2892,-90
2893,-77
2894,-65
2895,-58
2896,-58
2897,-58
2898,-63
2899,-70
2900,-68
2901,-60
2902,-60
2903,-70
2904,-75
2905,-70
2906,-63
2907,-68
2908,-80
2909,-87
2910,-87
2911,-87
2912,-85
2913,-80
2914,-75
2915,-87
2916,-124
2917,-138
2918,-131
2919,-116
2920,-99
2921,-80
2922,-68
2923,-63
2924,-70
2925,-85
2926,-97
2927,-111
2928,-143
2929,-163
2930,-155
2931,-153
2932,-153
2933,-143
2934,-111
2935,38
2936,435
2937,990
2938,1153
2939,379
2940,-537
2941,-462
2942,-72
2943,-184
2944,-277
2945,-158
2946,-153
2947,-192
2948,-148
2949,-124
2950,-128
2951,-114
2952,-97
2953,-94
2954,-87
2955,-68
2956,-55
2957,-51
2958,-43
2959,-36
2960,-29
2961,-24
2962,-29
2963,-41
2964,-46
2965,-48
2966,-55
2967,-63
2968,-53
2969,-46
2970,-48
2971,-55
2972,-63
2973,-77
2974,-87
2975,-97
2976,-107
2977,-107
2978,-102
2979,-97
2980,-97
2981,-104
2982,-111
2983,-99
2984,-87
2985,-87
2986,-82
2987,-72
2988,-72
2989,-70
2990,-63
2991,-60
2992,-63
2993,-68
2994,-80
2995,-102
2996,-109
2997,-97
2998,-99
2999,-107
3000,-104
3001,-97
3002,-94
3003,-99
3004,-121
3005,-141
3006,-136
3007,-119
3008,-114
3009,-109
3010,-107
3011,-111
3012,-114
3013,-111
3014,-114
3015,-126
3016,-128
3017,-133
3018,-143
3019,-136
3020,-107
3021,-85
3022,-72
3023,-70
3024,-85
3025,-97
3026,-107
3027,-114
3028,-107
3029,-104
3030,-99
3031,-85
3032,-82
3033,-82
3034,-24
3035,182
3036,601
3037,1087
3038,1026
3039,107
3040,-596
3041,-318
3042,-19
3043,-172
3044,-199
3045,-87
3046,-111
3047,-158
3048,-138
3049,-124
3050,-116
3051,-99
3052,-77
3053,-63
3054,-60
3055,-60
3056,-48
3057,-38
3058,-36
3059,-34
3060,-29
3061,-26
3062,-24
3063,-21
3064,-21
3065,-29
3066,-34
3067,-34
3068,-29
3069,-21
3070,-17
3071,-21
3072,-38
3073,-65
3074,-109
3075,-138
3076,-133
3077,-126
3078,-128
3079,-128
3080,-126
3081,-116
3082,-102
3083,-94
3084,-90
3085,-77
3086,-72
3087,-80
3088,-72
3089,-70
3090,-85
3091,-94
3092,-92
3093,-97
3094,-99
3095,-94
3096,-104
3097,-111
3098,-107
3099,-114
3100,-126
3101,-124
3102,-121
3103,-119
3104,-109
3105,-107
3106,-114
3107,-114
3108,-107
3109,-99
3110,-87
3111,-80
3112,-90
3113,-114
3114,-138
3115,-138
3116,-124
3117,-107
3118,-90
3119,-75
3120,-63
3121,-58
3122,-72
3123,-87
3124,-90
3125,-87
3126,-82
3127,-72
3128,-65
3129,-55
3130,-51
3131,-46
3132,29
3133,291
3134,771
3135,1185
3136,854
3137,-158
3138,-583
3139,-160
3140,2
3141,-175
3142,-131
3143,-53
3144,-107
3145,-102
3146,-48
3147,-46
3148,-46
3149,-36
3150,-63
3151,-82
3152,-55
3153,-36
3154,-41
3155,-43
3156,-41
3157,-36
3158,-26
3159,-19
3160,-21
3161,-24
3162,-36
3163,-58
3164,-65
3165,-60
3166,-58
3167,-55
3168,-60
3169,-75
3170,-85
3171,-90
3172,-97
3173,-107
3174,-116
3175,-121
3176,-114
3177,-107
3178,-107
3179,-121
3180,-126
3181,-119
3182,-121
3183,-124
3184,-114
3185,-107
3186,-116
3187,-128
3188,-131
3189,-131
3190,-128
3191,-126
3192,-128
3193,-128
3194,-128
3195,-126
3196,-121
3197,-116
3198,-116
3199,-114
3200,-107
3201,-104
3202,-102
3203,-94
3204,-92
3205,-87
3206,-80
3207,-80
3208,-75
3209,-70
3210,-70
3211,-68
3212,-55
3213,-53
3214,-55
3215,-53
3216,-51
3217,-48
3218,-48
3219,-72
3220,-107
3221,-119
3222,-114
3223,-107
3224,-87
3225,-63
3226,-48
3227,-41
3228,-46
3229,-51
3230,-48
3231,-51
3232,-51
3233,-48
3234,-43
3235,-36
3236,-26
3237,-26
3238,-9
3239,92
3240,401
3241,929
3242,1277
3243,751
3244,-294
3245,-532
3246,-104
3247,-82
3248,-248
3249,-160
3250,-111
3251,-175
3252,-163
3253,-119
3254,-119
3255,-116
3256,-94
3257,-87
3258,-87
3259,-77
3260,-60
3261,-51
3262,-43
3263,-46
3264,-53
3265,-55
3266,-53
3267,-53
3268,-53
3269,-63
3270,-75
3271,-82
3272,-82
3273,-80
3274,-75
3275,-75
3276,-90
3277,-104
3278,-114
3279,-119
3280,-126
3281,-133
3282,-141
3283,-145
3284,-138
3285,-126
3286,-116
3287,-107
3288,-99
3289,-111
3290,-131
3291,-121
3292,-99
3293,-97
3294,-97
3295,-90
3296,-92
3297,-92
3298,-87
3299,-87
3300,-90
3301,-90
3302,-90
3303,-90
3304,-82
3305,-80
3306,-82
3307,-77
3308,-72
3309,-77
3310,-92
3311,-107
3312,-99
3313,-87
3314,-90
3315,-97
3316,-92
3317,-82
3318,-82
3319,-75
3320,-68
3321,-68
3322,-70
3323,-63
3324,-55
3325,-55
3326,-51
3327,-48
3328,-46
3329,-41
3330,-48
3331,-60
3332,-68
3333,-70
3334,-65
3335,-48
3336,-34
3337,-17
3338,-4
3339,-14
3340,-34
3341,-41
3342,-43
3343,-41
3344,-31
3345,-21
3346,-26
3347,-43
3348,-55
3349,-31
3350,90
3351,416
3352,931
3353,1155
3354,481
3355,-455
3356,-467
3357,-46
3358,-109
3359,-243
3360,-143
3361,-119
3362,-158
3363,-119
3364,-90
3365,-104
3366,-102
3367,-82
3368,-75
3369,-65
3370,-48
3371,-51
3372,-77
3373,-85
3374,-58
3375,-46
3376,-60
3377,-80
3378,-87
3379,-90
3380,-92
3381,-82
3382,-75
3383,-80
3384,-82
3385,-75
3386,-72
3387,-75
3388,-85
3389,-97
3390,-111
3391,-124
3392,-126
3393,-119
3394,-111
3395,-104
3396,-97
3397,-92
3398,-85
3399,-72
3400,-60
3401,-55
3402,-53
3403,-51
3404,-51
3405,-46
3406,-38
3407,-38
3408,-43
3409,-43
3410,-43
3411,-58
3412,-65
3413,-58
3414,-53
3415,-60
3416,-63
3417,-58
3418,-46
3419,-48
3420,-58
3421,-60
3422,-63
3423,-65
3424,-60
3425,-58
3426,-60
3427,-55
3428,-53
3429,-58
3430,-53
3431,-48
3432,-53
3433,-53
3434,-46
3435,-46
3436,-48
3437,-51
3438,-55
3439,-60
3440,-65
3441,-77
3442,-97
3443,-119
3444,-124
3445,-119
3446,-119
3447,-119
3448,-131
3449,-141
3450,-119
3451,-102
3452,-109
3453,-111
3454,-114
3455,-121
3456,-114
3457,-99
3458,-92
3459,-87
3460,-80
3461,-77
3462,-38
3463,143
3464,547
3465,1012
3466,944
3467,70
3468,-583
3469,-304
3470,-4
3471,-148
3472,-180
3473,-80
3474,-111
3475,-141
3476,-97
3477,-80
3478,-82
3479,-70
3480,-60
3481,-58
3482,-43
3483,-29
3484,-21
3485,-14
3486,-12
3487,-7
3488,2
3489,9
3490,9
3491,7
3492,-4
3493,-12
3494,-9
3495,-9
3496,-17
3497,-12
3498,-9
3499,-17
3500,-21
3501,-26
3502,-38
3503,-51
3504,-63
3505,-75
3506,-80
3507,-82
3508,-92
3509,-99
3510,-99
3511,-111
3512,-131
3513,-119
3514,-99
3515,-94
3516,-92
3517,-92
3518,-92
3519,-90
3520,-92
3521,-102
3522,-107
3523,-104
3524,-102
3525,-104
3526,-99
3527,-97
3528,-97
3529,-97
3530,-94
3531,-92
3532,-87
3533,-85
3534,-87
3535,-82
3536,-80
3537,-87
3538,-97
3539,-109
3540,-121
3541,-121
3542,-111
3543,-116
3544,-126
3545,-131
3546,-128
3547,-116
3548,-94
3549,-77
3550,-63
3551,-58
3552,-70
3553,-80
3554,-82
3555,-82
3556,-77
3557,-77
3558,-68
3559,-51
3560,-46
3561,-48
3562,7
3563,223
3564,647
3565,1051
3566,802
3567,-133
3568,-598
3569,-204
3570,9
3571,-170
3572,-170
3573,-70
3574,-99
3575,-126
3576,-97
3577,-85
3578,-85
3579,-68
3580,-68
3581,-70
3582,-53
3583,-34
3584,-31
3585,-26
3586,-14
3587,-21
3588,-36
3589,-29
3590,-24
3591,-34
3592,-29
3593,-29
3594,-46
3595,-51
3596,-36
3597,-29
3598,-26
3599,-41
3600,-68
3601,-75
3602,-80
3603,-102
3604,-119
3605,-119
3606,-119
3607,-109
3608,-92
3609,-82
3610,-75
3611,-63
3612,-65
3613,-68
3614,-41
3615,-29
3616,-48
3617,-55
3618,-48
3619,-68
3620,-80
3621,-75
3622,-70
3623,-63
3624,-60
3625,-77
3626,-90
3627,-75
3628,-53
3629,-58
3630,-77
3631,-68
3632,-58
3633,-82
3634,-94
3635,-87
3636,-94
3637,-94
3638,-92
3639,-97
3640,-94
3641,-109
3642,-126
3643,-128
3644,-136
3645,-136
3646,-109
3647,-90
3648,-90
3649,-94
3650,-102
3651,-51
3652,175
3653,588
3654,1009
3655,897
3656,2
3657,-681
3658,-401
3659,-58
3660,-192
3661,-223
3662,-94
3663,-119
3664,-158
3665,-97
3666,-92
3667,-116
3668,-97
3669,-58
3670,-34
3671,-51
3672,-68
3673,-31
3674,9
3675,-7
3676,-24
3677,14
3678,34
3679,7
3680,9
3681,29
3682,19
3683,7
3684,7
3685,14
3686,14
3687,-9
3688,-12
3689,-12
3690,-51
3691,-75
3692,-72
3693,-80
3694,-82
3695,-77
3696,-82
3697,-75
3698,-51
3699,-53
3700,-72
3701,-51
3702,-24
3703,-38
3704,-53
3705,-51
3706,-63
3707,-77
3708,-77
3709,-82
3710,-85
3711,-75
3712,-70
3713,-82
3714,-94
3715,-94
3716,-97
3717,-85
3718,-53
3719,-53
3720,-80
3721,-70
3722,-36
3723,-26
3724,-41
3725,-51
3726,-80
3727,-119
3728,-126
3729,-104
3730,-104
3731,-119
3732,-116
3733,-107
3734,-77
3735,63
3736,403
3737,900
3738,1116
3739,459
3740,-510
3741,-571
3742,-136
3743,-141
3744,-250
3745,-155
3746,-133
3747,-180
3748,-145
3749,-99
3750,-109
3751,-114
3752,-97
3753,-92
3754,-77
3755,-51
3756,-48
3757,-48
3758,-26
3759,-19
3760,-21
3761,-14
3762,-12
3763,-21
3764,-26
3765,-26
3766,-31
3767,-36
3768,-36
3769,-34
3770,-38
3771,-51
3772,-75
3773,-109
3774,-131
3775,-136
3776,-143
3777,-143
3778,-136
3779,-124
3780,-116
3781,-102
3782,-85
3783,-80
3784,-80
3785,-70
3786,-68
3787,-63
3788,-48
3789,-48
3790,-58
3791,-60
3792,-58
3793,-63
3794,-65
3795,-70
3796,-90
3797,-102
3798,-90
3799,-72
3800,-60
3801,-41
3802,-29
3803,-38
3804,-51
3805,-55
3806,-63
3807,-55
3808,-41
3809,-63
3810,-90
3811,-82
3812,-68
3813,-63
3814,4
3815,236
3816,674
3817,1170
3818,1080
3819,107
3820,-618
3821,-328
3822,-31
3823,-175
3824,-180
3825,-68
3826,-94
3827,-124
3828,-94
3829,-87
3830,-87
3831,-65
3832,-41
3833,-38
3834,-43
3835,-34
3836,-31
3837,-43
3838,-48
3839,-41
3840,-38
3841,-43
3842,-43
3843,-38
3844,-41
3845,-51
3846,-63
3847,-75
3848,-75
3849,-68
3850,-65
3851,-77
3852,-99
3853,-119
3854,-138
3855,-150
3856,-155
3857,-158
3858,-158
3859,-158
3860,-163
3861,-155
3862,-136
3863,-124
3864,-116
3865,-114
3866,-111
3867,-107
3868,-102
3869,-99
3870,-104
3871,-109
3872,-107
3873,-107
3874,-109
3875,-114
3876,-119
3877,-119
3878,-111
3879,-116
3880,-124
3881,-107
3882,-92
3883,-99
3884,-104
3885,-111
3886,-116
3887,-107
3888,-94
3889,-90
3890,-85
3891,-90
3892,-97
3893,-65
3894,77
3895,450
3896,1026
3897,1284
3898,576
3899,-450
3900,-513
3901,-77
3902,-133
3903,-287
3904,-182
3905,-148
3906,-197
3907,-160
3908,-116
3909,-121
3910,-111
3911,-99
3912,-94
3913,-80
3914,-63
3915,-53
3916,-41
3917,-34
3918,-31
3919,-21
3920,-7
3921,-4
3922,-9
3923,-19
3924,-36
3925,-41
3926,-36
3927,-36
3928,-34
3929,-36
3930,-55
3931,-70
3932,-75
3933,-82
3934,-92
3935,-99
3936,-107
3937,-104
3938,-94
3939,-82
3940,-75
3941,-65
3942,-63
3943,-60
3944,-48
3945,-38
3946,-31
3947,-34
3948,-58
3949,-97
3950,-109
3951,-97
3952,-97
3953,-104
3954,-107
3955,-111
3956,-116
3957,-114
3958,-111
3959,-121
3960,-126
3961,-111
3962,-87
3963,-70
3964,-55
3965,-63
3966,-85
3967,-104
3968,-128
3969,-145
3970,-128
3971,-116
3972,-121
3973,-116
3974,-119
3975,-121
3976,-80
3977,92
3978,498
3979,1058
3980,1192
3981,372
3982,-540
3983,-440
3984,-60
3985,-177
3986,-262
3987,-148
3988,-150
3989,-184
3990,-141
3991,-119
3992,-126
3993,-111
3994,-97
3995,-90
3996,-80
3997,-68
3998,-53
3999,-46
4000,-38
4001,-31
4002,-21
4003,-14
4004,-9
4005,-9
4006,-14
4007,-19
4008,-24
4009,-26
4010,-21
4011,-19
4012,-26
4013,-43
4014,-60
4015,-68
4016,-72
4017,-82
4018,-90
4019,-102
4020,-116
4021,-109
4022,-94
4023,-87
4024,-92
4025,-111
4026,-121
4027,-107
4028,-90
4029,-87
4030,-82
4031,-82
4032,-90
4033,-97
4034,-111
4035,-116
4036,-107
4037,-104
4038,-114
4039,-107
4040,-97
4041,-92
4042,-90
4043,-87
4044,-92
4045,-90
4046,-80
4047,-75
4048,-80
4049,-85
4050,-85
4051,-90
4052,-94
4053,-90
4054,-82
4055,-85
4056,-90
4057,-90
4058,-85
4059,-90
4060,-94
4061,-80
4062,-60
4063,-51
4064,-43
4065,-41
4066,-53
4067,-65
4068,-85
4069,-99
4070,-94
4071,-87
4072,-82
4073,-77
4074,-77
4075,-80
4076,-60
4077,72
4078,416
4079,946
4080,1228
4081,618
4082,-389
4083,-518
4084,-99
4085,-133
4086,-284
4087,-175
4088,-133
4089,-189
4090,-158
4091,-116
4092,-133
4093,-128
4094,-114
4095,-133
4096,-136
4097,-109
4098,-107
4099,-114
4100,-116
4101,-111
4102,-102
4103,-90
4104,-82
4105,-80
4106,-75
4107,-77
4108,-80
4109,-72
4110,-65
4111,-68
4112,-63
4113,-58
4114,-63
4115,-85
4116,-109
4117,-121
4118,-121
4119,-124
4120,-131
4121,-128
4122,-116
4123,-107
4124,-99
4125,-94
4126,-87
4127,-87
4128,-82
4129,-72
4130,-63
4131,-60
4132,-68
4133,-75
4134,-75
4135,-70
4136,-68
4137,-72
4138,-82
4139,-92
4140,-99
4141,-97
4142,-90
4143,-87
4144,-85
4145,-87
4146,-94
4147,-104
4148,-104
4149,-97
4150,-94
4151,-97
4152,-99
4153,-94
4154,-94
4155,-104
4156,-104
4157,-104
4158,-114
4159,-119
4160,-121
4161,-124
4162,-111
4163,-97
4164,-107
4165,-131
4166,-145
4167,-136
4168,-126
4169,-126
4170,-133
4171,-145
4172,-141
4173,-114
4174,-102
4175,-111
4176,-124
4177,-128
4178,-124
4179,-119
4180,-121
4181,-114
4182,-107
4183,-109
4184,-102
4185,-36
4186,187
4187,644
4188,1124
4189,1009
4190,60
4191,-622
4192,-333
4193,-48
4194,-199
4195,-209
4196,-99
4197,-124
4198,-133
4199,-80
4200,-77
4201,-90
4202,-70
4203,-60
4204,-63
4205,-43
4206,-26
4207,-21
4208,-14
4209,-9
4210,-7
4211,-9
4212,-24
4213,-29
4214,-24
4215,-24
4216,-36
4217,-43
4218,-48
4219,-51
4220,-51
4221,-53
4222,-48
4223,-51
4224,-68
4225,-80
4226,-85
4227,-97
4228,-109
4229,-107
4230,-104
4231,-107
4232,-109
4233,-99
4234,-90
4235,-97
4236,-102
4237,-94
4238,-90
4239,-90
4240,-104
4241,-119
4242,-121
4243,-131
4244,-145
4245,-148
4246,-153
4247,-182
4248,-199
4249,-180
4250,-163
4251,-165
4252,-167
4253,-167
4254,-170
4255,-160
4256,-141
4257,-131
4258,-128
4259,-126
4260,-126
4261,-119
4262,-107
4263,-102
4264,-102
4265,-99
4266,-97
4267,-90
4268,-85
4269,-72
4270,-58
4271,-60
4272,-75
4273,-77
4274,-70
4275,-68
4276,-68
4277,-72
4278,-80
4279,-72
4280,-55
4281,-38
4282,-29
4283,-29
4284,-31
4285,-31
4286,-41
4287,-46
4288,-36
4289,-29
4290,-24
4291,-24
4292,-26
4293,-4
4294,80
4295,326
4296,795
4297,1236
4298,970
4299,-77
4300,-654
4301,-277
4302,-46
4303,-209
4304,-189
4305,-94
4306,-126
4307,-143
4308,-116
4309,-107
4310,-109
4311,-97
4312,-77
4313,-68
4314,-65
4315,-51
4316,-53
4317,-85
4318,-99
4319,-90
4320,-87
4321,-85
4322,-80
4323,-85
4324,-94
4325,-97
4326,-99
4327,-107
4328,-109
4329,-109
4330,-107
4331,-107
4332,-116
4333,-128
4334,-128
4335,-131
4336,-143
4337,-150
4338,-150
4339,-145
4340,-143
4341,-138
4342,-126
4343,-114
4344,-102
4345,-92
4346,-87
4347,-82
4348,-80
4349,-80
4350,-82
4351,-72
4352,-72
4353,-75
4354,-75
4355,-80
4356,-82
4357,-75
4358,-75
4359,-77
4360,-68
4361,-75
4362,-99
4363,-111
4364,-99
4365,-85
4366,-87
4367,-90
4368,-85
4369,-77
4370,-70
4371,-72
4372,-85
4373,-90
4374,-85
4375,-80
4376,-72
4377,-65
4378,-58
4379,-58
4380,-72
4381,-77
4382,-68
4383,-65
4384,-68
4385,-70
4386,-102
4387,-128
4388,-107
4389,-80
4390,-75
4391,-63
4392,-58
4393,-65
4394,-75
4395,-82
4396,-77
4397,-75
4398,-80
4399,-90
4400,-92
4401,-85
4402,-55
4403,68
4404,403
4405,944
4406,1233
4407,625
4408,-391
4409,-547
4410,-131
4411,-136
4412,-274
4413,-182
4414,-138
4415,-180
4416,-158
4417,-124
4418,-128
4419,-121
4420,-102
4421,-97
4422,-90
4423,-75
4424,-68
4425,-63
4426,-46
4427,-41
4428,-65
4429,-75
4430,-60
4431,-58
4432,-63
4433,-63
4434,-70
4435,-82
4436,-97
4437,-107
4438,-99
4439,-92
4440,-97
4441,-107
4442,-107
4443,-114
4444,-126
4445,-128
4446,-128
4447,-128
4448,-119
4449,-111
4450,-107
4451,-97
4452,-82
4453,-70
4454,-63
4455,-55
4456,-53
4457,-51
4458,-51
4459,-51
4460,-46
4461,-48
4462,-72
4463,-109
4464,-116
4465,-104
4466,-104
4467,-111
4468,-121
4469,-131
4470,-128
4471,-119
4472,-114
4473,-111
4474,-107
4475,-109
4476,-109
4477,-102
4478,-94
4479,-97
4480,-102
4481,-109
4482,-121
4483,-124
4484,-116
4485,-109
4486,-107
4487,-109
4488,-114
4489,-111
4490,-102
4491,-97
4492,-94
4493,-99
4494,-128
4495,-155
4496,-143
4497,-111
4498,-97
4499,-90
4500,-90
4501,-97
4502,-94
4503,-92
4504,-99
4505,-99
4506,-92
4507,-85
4508,-77
4509,-70
4510,-65
4511,-51
4512,24
4513,277
4514,766
4515,1233
4516,1004
4517,-2
4518,-554
4519,-204
4520,-21
4521,-204
4522,-177
4523,-85
4524,-126
4525,-131
4526,-90
4527,-87
4528,-85
4529,-68
4530,-63
4531,-63
4532,-58
4533,-51
4534,-38
4535,-26
4536,-19
4537,-14
4538,-21
4539,-43
4540,-46
4541,-31
4542,-31
4543,-36
4544,-38
4545,-48
4546,-51
4547,-51
4548,-53
4549,-55
4550,-63
4551,-77
4552,-90
4553,-99
4554,-109
4555,-114
4556,-107
4557,-102
4558,-102
4559,-104
4560,-111
4561,-124
4562,-121
4563,-121
4564,-131
4565,-126
4566,-111
4567,-109
4568,-107
4569,-99
4570,-99
4571,-107
4572,-109
4573,-109
4574,-104
4575,-99
4576,-99
4577,-104
4578,-102
4579,-102
4580,-111
4581,-116
4582,-114
4583,-121
4584,-128
4585,-124
4586,-114
4587,-111
4588,-107
4589,-111
4590,-121
4591,-114
4592,-102
4593,-99
4594,-92
4595,-92
4596,-102
4597,-102
4598,-94
4599,-92
4600,-85
4601,-90
4602,-133
4603,-160
4604,-141
4605,-114
4606,-99
4607,-85
4608,-77
4609,-75
4610,-72
4611,-80
4612,-85
4613,-72
4614,-68
4615,-70
4616,-63
4617,-55
4618,-46
4619,-17
4620,99
4621,420
4622,946
4623,1255
4624,691
4625,-326
4626,-535
4627,-131
4628,-116
4629,-253
4630,-158
4631,-114
4632,-158
4633,-133
4634,-109
4635,-109
4636,-92
4637,-72
4638,-70
4639,-58
4640,-48
4641,-46
4642,-41
4643,-19
4644,-2
4645,7
4646,9
4647,4
4648,4
4649,12
4650,7
4651,4
4652,9
4653,-2
4654,-12
4655,-7
4656,-9
4657,-21
4658,-31
4659,-46
4660,-70
4661,-92
4662,-99
4663,-107
4664,-107
4665,-99
4666,-87
4667,-75
4668,-72
4669,-70
4670,-63
4671,-60
4672,-68
4673,-68
4674,-58
4675,-51
4676,-53
4677,-58
4678,-65
4679,-77
4680,-80
4681,-70
4682,-68
4683,-77
4684,-102
4685,-128
4686,-121
4687,-109
4688,-121
4689,-124
4690,-121
4691,-148
4692,-170
4693,-158
4694,-150
4695,-150
4696,-141
4697,-136
4698,-143
4699,-138
4700,-126
4701,-124
4702,-119
4703,-116
4704,-124
4705,-121
4706,-102
4707,-87
4708,-68
4709,-60
4710,-72
4711,-70
4712,-63
4713,-60
4714,-60
4715,-68
4716,-68
4717,-58
4718,-51
4719,-53
4720,-14
4721,163
4722,540
4723,1041
4724,1189
4725,423
4726,-532
4727,-491
4728,-55
4729,-116
4730,-218
4731,-97
4732,-72
4733,-116
4734,-87
4735,-63
4736,-65
4737,-58
4738,-41
4739,-26
4740,-19
4741,-17
4742,-7
4743,14
4744,29
4745,24
4746,26
4747,41
4748,46
4749,48
4750,53
4751,41
4752,29
4753,24
4754,-2
4755,-34
4756,-38
4757,-55
4758,-85
4759,-97
4760,-109
4761,-126
4762,-131
4763,-133
4764,-143
4765,-136
4766,-116
4767,-111
4768,-104
4769,-87
4770,-77
4771,-72
4772,-63
4773,-55
4774,-51
4775,-48
4776,-51
4777,-51
4778,-46
4779,-53
4780,-72
4781,-80
4782,-87
4783,-109
4784,-119
4785,-111
4786,-114
4787,-116
4788,-121
4789,-126
4790,-114
4791,-102
4792,-107
4793,-111
4794,-104
4795,-97
4796,-97
4797,-94
4798,-97
4799,-104
4800,-114
4801,-121
4802,-121
4803,-114
4804,-104
4805,-92
4806,-82
4807,-65
4808,-60
4809,-68
4810,-72
4811,-77
4812,-90
4813,-82
4814,-63
4815,-55
4816,-55
4817,-60
4818,-53
4819,17
4820,250
4821,722
4822,1221
4823,1048
4824,-2
4825,-678
4826,-326
4827,-55
4828,-226
4829,-226
4830,-128
4831,-163
4832,-165
4833,-111
4834,-107
4835,-111
4836,-94
4837,-90
4838,-82
4839,-65
4840,-46
4841,-36
4842,-31
4843,-26
4844,-14
4845,-2
4846,4
4847,2
4848,-19
4849,-46
4850,-46
4851,-38
4852,-53
4853,-72
4854,-75
4855,-77
4856,-87
4857,-97
4858,-104
4859,-116
4860,-128
4861,-138
4862,-143
4863,-141
4864,-131
4865,-121
4866,-114
4867,-102
4868,-94
4869,-87
4870,-75
4871,-63
4872,-58
4873,-53
4874,-51
4875,-53
4876,-48
4877,-46
